 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.1635595	0.12603733	0.14050902	0.1584588	0.1573764	0.03650362	0.06434089	0.15321447
a31	0.5029183	0.13274714	0.17581001	0.07905284	0.034164198	0.017162686	0.0293938	0.028751036
a29	0.33318642	0.22667405	0.2608471	0.102242135	0.030311454	0.010666289	0.018667538	0.01740505
a46	0.31184986	0.15772681	0.16834113	0.15013881	0.12541461	0.013803117	0.016879277	0.055846393
a11	0.22599912	0.15069316	0.18056774	0.093725346	0.057661247	0.01621979	0.05744039	0.21769316
a20	0.17925502	0.15072787	0.17085612	0.1269462	0.05824978	0.052690335	0.0606302	0.20064452
a8	0.09306252	0.08958385	0.121030465	0.087292045	0.06464114	0.09996303	0.094800025	0.34962684
a31	0.05957354	0.052882276	0.055939518	0.04859552	0.052238286	0.04609909	0.10002614	0.5846456
a38	0.17194714	0.11436592	0.14503816	0.08637271	0.101091415	0.09643319	0.103460506	0.18129095
a31	0.09857785	0.06170594	0.0996264	0.05525277	0.11394345	0.10338746	0.20235088	0.26515523
a24	0.20671467	0.04808489	0.08802388	0.038229667	0.07645834	0.066955686	0.29955167	0.17598113
a37	0.053866535	0.021127895	0.07926449	0.03084426	0.050580323	0.060336947	0.49508014	0.2088994
a15	0.013672241	0.015123529	0.043357335	0.034039043	0.07595102	0.09589407	0.30106878	0.42089397
a31	0.0150110135	0.013441064	0.024574788	0.025118953	0.054500096	0.084794216	0.2590229	0.5235369
a20	0.10065706	0.029420175	0.07502944	0.021114966	0.028389022	0.049088415	0.17266491	0.523636
a31	0.015437244	0.02196006	0.047199503	0.022197686	0.058361497	0.09054014	0.4988239	0.24547993
a37	0.052338798	0.022476045	0.02538128	0.009620525	0.024536613	0.07462738	0.12426139	0.66675794
a46	0.025131896	0.02555535	0.04422287	0.016332276	0.018370012	0.09082311	0.41585025	0.36371425
a20	0.02159988	0.04372954	0.09602362	0.027830457	0.044381067	0.076373905	0.44841236	0.24164914
a24	0.007766529	0.008997122	0.027125655	0.0153089585	0.10904936	0.07949246	0.3348532	0.41740668
a31	0.0076365923	0.0039012705	0.016404124	0.017582182	0.19183488	0.10981839	0.28890446	0.36391804
a17	0.02526511	0.008896394	0.011679883	0.010109116	0.02274259	0.18416487	0.29007775	0.44706425
a20	0.018272696	0.00854562	0.024925433	0.013148768	0.081368424	0.17674878	0.2817916	0.3951987
a38	0.01328482	0.014121455	0.06414673	0.07042053	0.1514616	0.13512671	0.28288555	0.26855254
a31	0.009124625	0.008597103	0.048644755	0.055600487	0.14394307	0.11351706	0.3338028	0.2867701
a17	0.025001697	0.0065397928	0.014157571	0.010927382	0.020982847	0.21583526	0.31740332	0.3891521
a31	0.019573737	0.012562374	0.036568515	0.04353539	0.09141458	0.28409207	0.2278026	0.28445074
a37	0.030595012	0.0063697393	0.013149715	0.016960913	0.00981277	0.19026986	0.35480165	0.37804028
</S>	0.045687564	0.012111991	0.027371291	0.020028487	0.036178876	0.3622085	0.19922408	0.29718927
