 	non	so	cosa	stai	scrivendo	</S>
a31	0.38896152	0.051631827	0.06275542	0.07831978	0.09034766	0.3279838
a21	0.16071953	0.14423102	0.30871025	0.07455972	0.21874431	0.09303517
a31	0.52665764	0.2398663	0.04626036	0.010316907	0.10215516	0.074743696
a10	0.24017192	0.2873476	0.123183064	0.029968625	0.10748514	0.21184367
a7	0.045103963	0.08913741	0.06131219	0.08466944	0.32405615	0.39572084
a41	0.042112585	0.060656	0.039956182	0.06377686	0.50176144	0.29173693
a31	0.15353991	0.15992348	0.029723894	0.02275977	0.40436852	0.22968441
a8	0.022417795	0.048342176	0.04426222	0.034543216	0.3018828	0.54855174
a31	0.022517972	0.03250903	0.026805798	0.017229209	0.7168495	0.18408851
a8	0.029980728	0.046494663	0.09656447	0.052877788	0.36412188	0.40996048
a23	0.0112504335	0.027502857	0.03825033	0.027710786	0.72069275	0.17459278
a8	0.011304522	0.020999942	0.020850658	0.027200447	0.69744015	0.22220425
a31	0.02375617	0.02025073	0.02950155	0.038433384	0.57720494	0.31085318
a21	0.034902602	0.04261664	0.034368694	0.021410786	0.40778792	0.4589134
a31	0.048269782	0.035371676	0.06561152	0.04939172	0.22181843	0.57953686
a24	0.14206772	0.07688775	0.14506234	0.07275581	0.15696384	0.40626255
a21	0.0372894	0.04665399	0.054129202	0.05177923	0.12046882	0.6896794
a31	0.01875252	0.04651833	0.041213717	0.058406323	0.20926943	0.62583965
a17	0.1101846	0.051851906	0.14560157	0.15867049	0.1089632	0.42472824
a20	0.026714856	0.038806733	0.05340801	0.09473154	0.16853485	0.617804
a0	0.02977477	0.037139032	0.04149155	0.08046918	0.24214408	0.56898135
a31	0.014218981	0.030647848	0.018805621	0.082880154	0.2237	0.6297474
a8	0.07937145	0.025160335	0.17418526	0.1628004	0.10093734	0.4575452
a37	0.015129863	0.0071983575	0.06699334	0.26205248	0.33226404	0.3163619
</S>	0.01826495	0.012979984	0.041531097	0.21190554	0.267714	0.44760442
