 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.14052765	0.080550216	0.1330137	0.04984253	0.21370913	0.25014532	0.13221148
a31	0.611544	0.089062594	0.0721603	0.045254476	0.049289986	0.061000567	0.07168798
a7	0.5292849	0.06536932	0.06944121	0.023890816	0.072048396	0.11343143	0.12653394
a31	0.6752464	0.07246862	0.05951633	0.02461724	0.03370786	0.04760559	0.08683793
a20	0.80176526	0.06833109	0.031929716	0.026996704	0.015422424	0.021515716	0.03403896
a2	0.4121428	0.082387954	0.061406806	0.020207973	0.010971114	0.12240396	0.29047942
a41	0.21041806	0.07316064	0.06762219	0.013661727	0.016583655	0.15662825	0.4619255
a20	0.24066575	0.047654703	0.032286096	0.008507486	0.018064065	0.114009075	0.5388128
a46	0.14683169	0.0649722	0.03500547	0.007813894	0.011639729	0.14967145	0.58406556
a31	0.22531438	0.07823829	0.025407556	0.011840814	0.015156465	0.12940596	0.5146365
a11	0.33909398	0.10059517	0.03932892	0.008748629	0.03432301	0.14131631	0.336594
a35	0.05431412	0.026028719	0.009081167	0.0025093998	0.042211566	0.1467669	0.7190882
a31	0.17434514	0.03359562	0.015904319	0.022297379	0.0290375	0.36469254	0.36012748
a11	0.013910209	0.007447997	0.0071716127	0.0043904497	0.067609206	0.3116005	0.58787006
a28	0.012248666	0.0032496974	0.0020472826	0.0061863777	0.060114793	0.4106985	0.50545466
a20	0.027958056	0.0069720615	0.004541177	0.025430657	0.09623756	0.40962148	0.42923898
a10	0.02486373	0.00964865	0.010930277	0.03372153	0.122142404	0.385414	0.41327938
a31	0.023722472	0.009839764	0.013061219	0.042997323	0.13189816	0.3213988	0.45708224
</S>	0.0035905256	0.0012721666	0.0021008262	0.0028838494	0.053430747	0.19871642	0.7380054
