 	forse	non	li	ha	a	casa	</S>
a28	0.080044456	0.106211215	0.23494032	0.076127745	0.054624233	0.092224754	0.35582727
a10	0.12180129	0.12188086	0.43985903	0.13673513	0.090943165	0.044617936	0.044162534
a31	0.09772493	0.115606844	0.46690762	0.0859341	0.08607353	0.07673792	0.07101507
a21	0.2300151	0.32140902	0.2646364	0.09951091	0.015566826	0.04174287	0.02711893
a37	0.14793961	0.25376207	0.16275205	0.15020917	0.026589647	0.1341591	0.1245883
a31	0.10401627	0.28962266	0.110750645	0.105248034	0.028989138	0.19369034	0.1676829
a37	0.046248596	0.2947108	0.04044904	0.034698874	0.0856532	0.21972647	0.27851298
a31	0.04194665	0.19376603	0.041295677	0.04017936	0.0364217	0.23569578	0.41069484
a37	0.07162896	0.34653515	0.059098028	0.034066834	0.10430176	0.09033466	0.29403466
a31	0.019966701	0.20984478	0.018942866	0.01694373	0.050957035	0.16534813	0.5179968
a21	0.095826045	0.36997604	0.088708684	0.05645612	0.029943889	0.091242775	0.26784652
a31	0.044070195	0.3846759	0.036077596	0.024583997	0.06769415	0.14083058	0.3020676
a20	0.08024631	0.37370896	0.13393342	0.05005767	0.022716345	0.110207364	0.2291299
a31	0.055843253	0.4163867	0.044731207	0.027338952	0.041215364	0.10122173	0.31326276
a37	0.07500831	0.28835166	0.14047217	0.041303653	0.043601163	0.11956856	0.29169452
a33	0.072872065	0.29872793	0.114940725	0.03946409	0.03548309	0.11844521	0.3200669
</S>	0.041177824	0.117628165	0.20428544	0.055086207	0.10803252	0.22966257	0.24412726
