 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.22108825	0.13882972	0.09961013	0.14782222	0.10708288	0.041465696	0.06453599	0.037716724	0.04983345	0.092015006
a20	0.10834475	0.07435845	0.06840179	0.084998645	0.06971195	0.068677105	0.11773101	0.1406964	0.1729151	0.094164774
a31	0.24992605	0.029364653	0.019034782	0.09575758	0.017733904	0.055452086	0.1970755	0.21714953	0.077377	0.04112896
a28	0.17660004	0.016535064	0.008367368	0.040650677	0.007241188	0.044915766	0.09711089	0.36234242	0.18032876	0.06590787
a37	0.05979854	0.022696894	0.0073620966	0.02476895	0.004681202	0.037173435	0.035288457	0.17650805	0.4717866	0.15993579
a24	0.07208032	0.049004093	0.018604873	0.045875296	0.011330075	0.06541034	0.049030956	0.16989419	0.30955338	0.20921646
a31	0.11243796	0.08207131	0.032132283	0.060253754	0.017193923	0.07861082	0.080811165	0.10594129	0.22652462	0.20402282
a20	0.06990167	0.019208835	0.012210297	0.030733902	0.020310102	0.020575566	0.018922431	0.083572045	0.47307187	0.25149322
a1	0.017980738	0.01500875	0.006108874	0.01783802	0.011111193	0.048720066	0.027104124	0.15537068	0.44351888	0.2572387
a31	0.045652837	0.012791319	0.004900161	0.019134877	0.008483537	0.02012732	0.038647816	0.13532141	0.46197543	0.25296527
a28	0.034326866	0.014008118	0.009649339	0.0062010004	0.007924456	0.008810084	0.0039757714	0.02610095	0.13427691	0.7547265
a24	0.021039285	0.009188627	0.007034284	0.011900888	0.009553367	0.027043166	0.01143455	0.12258222	0.3840928	0.39613083
a28	0.019838966	0.0071049603	0.004035198	0.008688248	0.008678091	0.00905831	0.010827656	0.07104679	0.5840709	0.27665085
a24	0.011875526	0.009434551	0.003848342	0.011703984	0.0063675963	0.009942462	0.016798243	0.07996028	0.54128283	0.30878618
a46	0.013708336	0.009617634	0.0034531727	0.013346192	0.0050305505	0.014365255	0.02009462	0.090777464	0.45582947	0.37377733
a14	0.046668783	0.010861076	0.0062694107	0.018775364	0.015406016	0.035612192	0.05546371	0.17702931	0.18475749	0.44915667
a31	0.024352025	0.0067795715	0.0028538108	0.016979143	0.0049400153	0.034699127	0.025832506	0.13949113	0.30842406	0.43564856
a11	0.06264625	0.0035608425	0.0016036779	0.0066756792	0.0028355392	0.012392939	0.0131000485	0.15058547	0.17345184	0.5731477
a31	0.024686841	0.001959598	0.0007486343	0.0076916306	0.0014740155	0.019080805	0.024804192	0.1558243	0.23695119	0.52677876
a47	0.042956576	0.013870589	0.006502502	0.015456604	0.013020746	0.049578417	0.056724746	0.12674068	0.16846079	0.50668836
a31	0.0006017813	0.0013880368	0.003016605	0.002034097	0.0059977113	0.02581316	0.015278601	0.12642184	0.6399725	0.17947559
a24	0.013944904	0.017262405	0.0071302233	0.020346817	0.018475719	0.084080264	0.05278535	0.14169407	0.16854762	0.4757326
a1	0.005925279	0.0048956173	0.0022836025	0.011454145	0.011303243	0.041604064	0.02326713	0.10961487	0.25068557	0.5389665
a20	0.0052983984	0.0016546927	0.0024797309	0.005589626	0.0037896868	0.06344643	0.03289451	0.21207395	0.33421394	0.33855897
