 	voglio	che	Maria	viene	domani	</S>
a33	0.09840389	0.1502868	0.2315056	0.05898864	0.067322746	0.39349225
a31	0.17007124	0.60759753	0.09695966	0.024854038	0.050342895	0.050174598
a11	0.24690875	0.5653277	0.107924685	0.020991938	0.03055215	0.028294783
a31	0.5242332	0.30348393	0.10632339	0.035510376	0.017204413	0.013244743
a18	0.3963517	0.40039277	0.11688974	0.05308582	0.019185234	0.014094826
a31	0.31289274	0.30414218	0.22058003	0.04757566	0.04792236	0.06688702
a42	0.14435698	0.57606447	0.12609555	0.02373565	0.06352486	0.066222504
a37	0.13424891	0.5578374	0.13787399	0.024507731	0.02981989	0.11571201
a31	0.17270403	0.53450596	0.14232938	0.038460113	0.04234738	0.069653176
a20	0.105481036	0.19503987	0.053721625	0.028407048	0.23009892	0.3872515
a31	0.069304675	0.16847417	0.04171584	0.02529277	0.2188328	0.4763797
a8	0.071198545	0.038742155	0.022400396	0.029677296	0.26943117	0.5685504
</S>	0.056562785	0.054896545	0.019155996	0.058023714	0.2894228	0.5219381
