 	l	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
a8	0.100353085	0.07242185	0.04745515	0.046451405	0.07546835	0.09099033	0.09870824	0.104899876	0.06986178	0.051983908	0.021357508	0.04165755	0.17839102
a31	0.08301347	0.09596939	0.07941136	0.08188755	0.07825243	0.078387745	0.11266829	0.16901955	0.056287263	0.053674437	0.0489862	0.04089916	0.02154312
a23	0.10308193	0.18241557	0.07736051	0.09473579	0.065172166	0.062045254	0.06929031	0.098177284	0.031009754	0.0562681	0.0862876	0.052663717	0.021492008
a31	0.10232533	0.13780256	0.078590944	0.104024135	0.07247609	0.06816846	0.07418089	0.051129837	0.030350454	0.064379446	0.11275095	0.07133933	0.032481536
a39	0.06413925	0.10999252	0.044759024	0.053867165	0.028333133	0.025498714	0.02696807	0.05068468	0.03948518	0.11531032	0.0873289	0.12925844	0.22437462
a8	0.05572409	0.07426857	0.07173067	0.04289487	0.026077036	0.011514482	0.0075976993	0.025394794	0.03564279	0.054782953	0.08645275	0.14719045	0.36072883
a31	0.047812164	0.08078922	0.027348913	0.031714775	0.0095282765	0.00675427	0.008263598	0.017882237	0.029445302	0.05899995	0.107150525	0.17332116	0.40098965
a13	0.053666536	0.068600394	0.02508405	0.025032086	0.0073592453	0.0055134264	0.0052097277	0.0085646305	0.0084872665	0.027454076	0.052010264	0.29097134	0.42204693
a31	0.02039949	0.05305609	0.020109309	0.010971703	0.008759643	0.007250791	0.0038103797	0.013041493	0.017061077	0.045506783	0.17370462	0.36273855	0.26359007
a46	0.018351758	0.045986235	0.017213143	0.009347959	0.012252595	0.010052544	0.005268803	0.013414907	0.023294302	0.040108282	0.19737896	0.264193	0.34313753
a35	0.007626631	0.02525968	0.007659314	0.007062867	0.018727953	0.021691764	0.007815382	0.021018773	0.05300281	0.06290391	0.15317965	0.35495698	0.25909427
a24	0.0018259743	0.0042963712	0.0022493843	0.0012170549	0.003565715	0.0043940246	0.002350871	0.014348045	0.025558766	0.035022907	0.09160828	0.6721787	0.14138395
a18	0.0025725923	0.0025739826	0.002220603	0.002150764	0.0045282743	0.0070078955	0.0045447573	0.012383226	0.014214585	0.021607753	0.020215962	0.42952392	0.47645578
a17	0.01182625	0.022196641	0.011977976	0.0049501015	0.008364749	0.010453922	0.0046022246	0.019643031	0.028464789	0.032284684	0.08992714	0.53705925	0.21824922
a43	0.0051298384	0.011794889	0.004049685	0.0028413574	0.0041032145	0.0047965124	0.0018875606	0.0126990015	0.025976619	0.041727368	0.14945239	0.6403223	0.0952193
a31	0.02567035	0.035992075	0.021254024	0.008336788	0.012258203	0.01575978	0.010389607	0.042354725	0.05003819	0.057425093	0.13554971	0.31062347	0.27434802
a20	0.040703483	0.04580263	0.013264346	0.013158735	0.017256718	0.015170358	0.01363285	0.027222006	0.04461395	0.036064837	0.061559737	0.16933993	0.50221044
a24	0.0050566113	0.014123545	0.0029550472	0.0055631897	0.007081482	0.006617344	0.0036014246	0.025263133	0.060103722	0.05600808	0.1367443	0.43721464	0.23966742
a49	0.0019924755	0.0042196577	0.0009668114	0.0015877463	0.0012046427	0.0015368176	0.0023371915	0.008032082	0.027494464	0.066696055	0.14515221	0.5154533	0.22332655
a39	0.0014530087	0.0021230152	0.0007902739	0.0009965433	0.00093324383	0.0011724045	0.0030814952	0.0053714537	0.01982614	0.068793096	0.11530977	0.49691477	0.28323472
a19	0.0009776476	0.0012539471	0.0003800157	0.0004805365	0.0008007662	0.0021776324	0.00361974	0.005683189	0.014041879	0.07917515	0.117537834	0.4626196	0.31125218
a18	0.00072293734	0.0013209479	0.00028266176	0.00048462383	0.0019685866	0.0030246733	0.004150716	0.0076349764	0.023399075	0.09718564	0.12813939	0.37935826	0.35232744
a31	0.0011048993	0.0018567768	0.00062150706	0.00070511835	0.0031531658	0.0087021515	0.0140070915	0.027397614	0.045049712	0.112683564	0.22984493	0.3689616	0.18591183
a17	0.0036715032	0.005617678	0.0009338269	0.0016436797	0.004089679	0.004860543	0.012608164	0.041706488	0.057112895	0.08245981	0.15902239	0.24817015	0.37810314
a20	0.0015049705	0.0026568095	0.0004394091	0.0008200796	0.003334492	0.0055561485	0.012931861	0.026095383	0.040548075	0.103527255	0.18855558	0.20198375	0.41204628
a31	0.0007156698	0.0016467643	0.00033446428	0.00054330344	0.0041201906	0.0062751984	0.012591279	0.025443057	0.061874025	0.12661844	0.21696861	0.19807716	0.34479186
a37	0.0052744164	0.005962287	0.0023905144	0.0025615687	0.0066206064	0.008700509	0.022580702	0.05691906	0.06156447	0.09091408	0.16470402	0.26477104	0.3070367
a31	0.0021642165	0.0033430476	0.0009180261	0.0016066481	0.004092871	0.0066000023	0.016858669	0.026967727	0.03399457	0.09101204	0.22408359	0.17833853	0.41002008
a20	0.0061590634	0.008839449	0.011117662	0.005401815	0.00895515	0.011848262	0.013036808	0.05246239	0.055730004	0.08824073	0.15162699	0.348414	0.23816767
a31	0.0024598658	0.0068932865	0.0027190812	0.0028325126	0.004220709	0.0069778957	0.023307621	0.03037851	0.03790239	0.08269598	0.21109918	0.16320527	0.4253077
a24	0.019698458	0.027201142	0.037096217	0.016481709	0.019537816	0.024273673	0.025266275	0.037848927	0.038037643	0.07745665	0.112861685	0.25928685	0.30495292
a20	0.0077210786	0.010150604	0.006802261	0.0058461926	0.011906943	0.012141639	0.0445522	0.07582007	0.07760225	0.124563	0.20271218	0.21494767	0.2052339
a24	0.003202047	0.010441292	0.0023126672	0.004063094	0.0027153555	0.0037752513	0.010130639	0.018639764	0.02644712	0.11881641	0.23050536	0.17828104	0.39066997
a8	0.0032989227	0.009597937	0.00230419	0.003303398	0.0049201855	0.007009661	0.014243116	0.023836294	0.031417847	0.10939005	0.29566327	0.18554103	0.30947408
a31	0.003115071	0.013764423	0.0029137596	0.005600919	0.009555043	0.008101684	0.020718813	0.058707494	0.06583795	0.10371282	0.271085	0.15938489	0.27750218
a29	0.009158748	0.015365549	0.012172794	0.0048988056	0.010553935	0.012454888	0.016410032	0.06494498	0.070637465	0.09084765	0.17915842	0.3323732	0.1810235
a31	0.0054526026	0.009929477	0.00460402	0.004406198	0.006681808	0.012974097	0.037355255	0.042788886	0.048705537	0.103533916	0.23001719	0.1835767	0.30997428
a28	0.018235995	0.021124449	0.027839215	0.01270609	0.016495703	0.018903721	0.02020273	0.054119803	0.05287136	0.103343755	0.12160379	0.30810884	0.22444455
a24	0.009631357	0.011844166	0.0072653214	0.008531128	0.011154971	0.012966188	0.061035942	0.07045935	0.0728741	0.12176515	0.22407746	0.19679126	0.1916036
a46	0.0054725716	0.01054889	0.0039712195	0.006221358	0.006999274	0.01403105	0.032712433	0.037951916	0.041308265	0.12059891	0.33522865	0.1920836	0.19287182
a31	0.00510351	0.02180021	0.0033208714	0.0050511505	0.0058232145	0.0080943685	0.017892536	0.031015832	0.04047221	0.10346058	0.30791506	0.17930064	0.27074978
a33	0.013118699	0.015929336	0.01596383	0.0061476813	0.010512494	0.011629244	0.014919819	0.058484603	0.06494899	0.09219201	0.1946642	0.32624367	0.17524552
a17	0.012298555	0.023254324	0.009957931	0.006240348	0.0055329883	0.009426393	0.026807645	0.049815632	0.062529445	0.098670416	0.19357193	0.20998396	0.29191044
</S>	0.0061603645	0.015653988	0.0067622303	0.0076715904	0.008374981	0.019432923	0.04218792	0.049802344	0.059595454	0.113505445	0.21090505	0.16314572	0.29680195
