 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.12045795	0.105222315	0.30500713	0.09161406	0.07250236	0.21049531	0.09470089
a20	0.18196614	0.060136497	0.10230006	0.1451803	0.3261962	0.11699586	0.06722496
a31	0.49541554	0.08015999	0.051612556	0.025909776	0.13676213	0.13992354	0.070216514
a37	0.5778476	0.049803365	0.032048736	0.024722291	0.15345192	0.07757171	0.084554374
a31	0.3984303	0.13725977	0.031270936	0.014804627	0.089559525	0.09991971	0.22875506
a30	0.72196937	0.03711984	0.02663397	0.027192278	0.08360879	0.024832599	0.078643106
a13	0.14737384	0.03731324	0.0073820637	0.006218221	0.049081877	0.16208053	0.5905502
a20	0.3029595	0.015723478	0.010692858	0.010781205	0.06210889	0.20458114	0.39315292
a41	0.19406535	0.019845048	0.0076703024	0.0051182793	0.035697293	0.16168933	0.5759144
a33	0.13095038	0.030380996	0.0069693285	0.004631381	0.029480776	0.13049866	0.66708845
a31	0.34508005	0.02604456	0.016616974	0.0088747	0.02663249	0.092492715	0.48425847
a41	0.22154658	0.0379644	0.016135331	0.014062149	0.059463196	0.21461342	0.4362149
a0	0.027658748	0.0063623204	0.0014114239	0.0048878905	0.039847877	0.19454044	0.7252914
a31	0.033067893	0.00985597	0.0017399351	0.0126884105	0.06764073	0.17581607	0.699191
a24	0.03446054	0.003362752	0.008565937	0.01137395	0.029909486	0.24289131	0.66943604
a31	0.007660981	0.0010684555	0.0014883277	0.008570932	0.023295783	0.20830731	0.7496082
a20	0.0114788115	0.00568074	0.01085906	0.03153671	0.07738431	0.4497396	0.4133207
</S>	0.009418854	0.0011767092	0.004121784	0.041761428	0.053739097	0.40480432	0.4849778
