 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.10931852	0.10540469	0.13018553	0.23993024	0.10406826	0.035071503	0.067954116	0.061360363	0.1467067
a15	0.15597618	0.39413828	0.06608345	0.06946579	0.055103566	0.066630825	0.10629689	0.047200017	0.039104935
a31	0.18955876	0.23332062	0.12735038	0.140686	0.048468698	0.05258153	0.0769804	0.06490468	0.066148944
a21	0.26006797	0.25613344	0.116642535	0.095324054	0.075242974	0.058741204	0.03122586	0.057858992	0.048762914
a31	0.106874436	0.10840495	0.10444568	0.11451994	0.047586884	0.047850214	0.09124499	0.23156321	0.14750968
a8	0.042196818	0.045562048	0.049302902	0.077218905	0.03476336	0.027510578	0.22499125	0.36122027	0.13723382
a31	0.041299757	0.05163232	0.044207484	0.04638861	0.03698963	0.08239553	0.1394343	0.24279168	0.31486064
a20	0.06593256	0.09489772	0.06317277	0.0450252	0.028272577	0.031487003	0.12044963	0.25851166	0.29225087
a39	0.009362395	0.026504185	0.013111714	0.028952584	0.030830123	0.0431776	0.3407992	0.2462932	0.26096892
a20	0.008573454	0.019845873	0.01353703	0.025139013	0.028544867	0.045030005	0.33051994	0.32067713	0.2081327
a46	0.009469847	0.016046774	0.015125241	0.021433331	0.01973471	0.03065341	0.237329	0.3899794	0.26022828
a31	0.01714502	0.0332312	0.018874288	0.020593155	0.0147792	0.028221397	0.18567371	0.3380623	0.34341973
a39	0.019167636	0.110376716	0.01764616	0.013987144	0.022430018	0.08784394	0.16688628	0.1297886	0.43187344
a31	0.012204248	0.07313357	0.015725106	0.012349112	0.017810678	0.116998345	0.1750509	0.16965373	0.40707424
a20	0.020067027	0.11994035	0.011047393	0.006630285	0.011462845	0.060377967	0.085128196	0.107689016	0.5776569
a31	0.015668042	0.13992672	0.019891195	0.016027873	0.034386557	0.12745027	0.123357706	0.15148474	0.37180692
a46	0.028031012	0.08801467	0.011211151	0.014128904	0.02009899	0.08311253	0.12179231	0.1803701	0.45324036
a31	0.028180016	0.17834102	0.016647562	0.015974538	0.048057523	0.106294505	0.08923419	0.11156804	0.40570256
a46	0.01970383	0.06410937	0.023291122	0.02546681	0.037005123	0.11220781	0.16026063	0.16309759	0.3948577
</S>	0.0153377885	0.11343568	0.019992555	0.020098312	0.07078971	0.117384635	0.1053715	0.15140371	0.38618603
