 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.26571932	0.08125313	0.09520843	0.02579136	0.14570141	0.22123209	0.16509423
a31	0.21009736	0.21321169	0.087159395	0.10261114	0.10897712	0.12237549	0.15556785
a0	0.1702931	0.15767583	0.14721704	0.044175465	0.07851	0.15195337	0.2501752
a20	0.27796903	0.08739402	0.11491138	0.02798496	0.036656506	0.24230318	0.21278091
a31	0.16248171	0.15236399	0.122252345	0.0048791943	0.0079196915	0.11738172	0.43272126
a13	0.32657796	0.2332231	0.15112899	0.058489867	0.018935282	0.042752925	0.16889192
a38	0.058044	0.06996991	0.04198426	0.009444704	0.012405719	0.20367421	0.60447717
a31	0.059022255	0.064048015	0.043154456	0.0042640613	0.013635166	0.13814875	0.67772734
a20	0.31455645	0.222393	0.1398177	0.071876094	0.035108566	0.041160695	0.17508747
a31	0.032340433	0.032942936	0.026784282	0.015072113	0.030592002	0.24468504	0.6175832
a20	0.21580872	0.13381243	0.07516013	0.09126322	0.13961986	0.082858525	0.26147714
a33	0.02561572	0.03047089	0.01848516	0.019340489	0.051980443	0.20473747	0.64936984
a31	0.03184359	0.028660577	0.01632621	0.027114246	0.09069958	0.39950433	0.4058515
a28	0.05508491	0.047809057	0.045907076	0.08328163	0.16087754	0.2189463	0.38809356
a31	0.010593322	0.007855752	0.0069310865	0.015758334	0.14766191	0.18165849	0.6295411
a0	0.016705683	0.011409264	0.013077449	0.039702777	0.078442246	0.2323111	0.60835147
a31	0.0052336385	0.0057600667	0.0052726297	0.017306792	0.10305274	0.41202685	0.45134735
a3	0.014938172	0.0102300495	0.016211757	0.03801571	0.106389165	0.27013415	0.54408103
a31	0.0057228096	0.007819584	0.006806353	0.015219109	0.15405545	0.4123552	0.39802146
a46	0.030815378	0.009303961	0.016377904	0.042941272	0.09428102	0.33805797	0.46822256
a31	0.008164389	0.0067328047	0.0063381447	0.014865866	0.15404887	0.40026048	0.4095894
a39	0.025672333	0.008738802	0.015792187	0.041211866	0.075196385	0.41454488	0.4188435
a35	0.009727414	0.0066926875	0.0069273766	0.017862674	0.17892717	0.37562796	0.40423474
a31	0.013490907	0.0070704347	0.012429831	0.048584085	0.33677772	0.2864643	0.29518273
</S>	0.00844979	0.00268637	0.0055532893	0.016993785	0.07744423	0.369287	0.5195855
