 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.13163723	0.12855545	0.27804336	0.12676826	0.13303913	0.04999501	0.04886767	0.10309388
a31	0.17549141	0.2596739	0.23939918	0.14478053	0.06666009	0.059614126	0.0350572	0.019323591
a7	0.21082352	0.23582886	0.2240977	0.1715375	0.08014419	0.03705866	0.02926224	0.011247244
a46	0.26648706	0.25922975	0.11089056	0.14828543	0.100017466	0.04162551	0.02094403	0.05252017
a10	0.16727348	0.16955811	0.16216058	0.16799493	0.1559984	0.05314236	0.038825747	0.08504647
a14	0.13814494	0.1412257	0.14070302	0.14619897	0.14008684	0.08591696	0.083692074	0.1240315
a31	0.11227617	0.11537797	0.11400164	0.13444045	0.11285604	0.08971331	0.16401504	0.15731937
a0	0.08534666	0.06684337	0.06750932	0.08651614	0.06555577	0.045364346	0.40842694	0.17443745
a20	0.0410191	0.08123191	0.058812622	0.14909512	0.06836534	0.09537117	0.3194197	0.18668509
a31	0.04074284	0.06434071	0.04502765	0.105924435	0.05022019	0.11078544	0.40431803	0.17864075
a10	0.039202534	0.06578645	0.048270676	0.11211172	0.03352072	0.01150572	0.16935657	0.5202456
a0	0.005440994	0.03133063	0.016343182	0.07562484	0.030484961	0.01268936	0.28173304	0.54635304
a18	0.012504461	0.028081192	0.017389104	0.053725578	0.026989255	0.043253306	0.51412857	0.3039285
a17	0.020812897	0.030064996	0.0216013	0.037935574	0.020549718	0.044587806	0.48297414	0.3414736
a8	0.021855904	0.024715597	0.01552012	0.023212984	0.01381252	0.04511593	0.45115665	0.40461025
</S>	0.012598398	0.013596851	0.041445836	0.02587021	0.017891224	0.073151566	0.26354802	0.55189794
