 	prima	di	andare	alla	scuola	</S>
a7	0.08160681	0.23414938	0.31977627	0.067755096	0.20286849	0.09384398
a11	0.2687346	0.26251158	0.2999913	0.12992702	0.015929159	0.02290634
a43	0.25132677	0.24258183	0.28988138	0.18006122	0.012631463	0.023517307
a20	0.23474906	0.20640473	0.3154004	0.20436037	0.016497312	0.02258818
a31	0.2291065	0.17922822	0.26339868	0.2417425	0.04949152	0.03703261
a20	0.052381966	0.09308531	0.20917797	0.22461313	0.30678788	0.11395374
a31	0.03627853	0.043852147	0.08227895	0.3175174	0.31056064	0.20951231
a20	0.033885963	0.124791406	0.20389336	0.18266417	0.22918104	0.22558405
a31	0.019787155	0.030544937	0.08396266	0.32226875	0.23279732	0.31063917
a20	0.09594101	0.070976384	0.081632935	0.027899617	0.25965002	0.46390003
a31	0.029475668	0.03750077	0.15506549	0.21229021	0.08921379	0.47645414
</S>	0.013718797	0.008280069	0.010963468	0.05033656	0.25500464	0.6616965
