 	lo	sentii	ee	che	arrivava	</S>
a15	0.58814085	0.122194976	0.14772668	0.09194118	0.026214821	0.023781544
a31	0.3988766	0.06580124	0.1703647	0.12572822	0.13738096	0.101848334
a46	0.24903123	0.059169248	0.4579809	0.10062908	0.070395544	0.06279393
a8	0.08999159	0.05466484	0.17723331	0.105132125	0.53190273	0.041075367
a31	0.16738445	0.057337686	0.1542904	0.12577225	0.32603496	0.16918024
a23	0.09364665	0.0832496	0.1632182	0.047008876	0.5711475	0.041729163
a8	0.10739132	0.19632605	0.14203429	0.098853916	0.28173935	0.17365505
a38	0.1599993	0.16369605	0.15760796	0.14472678	0.26467407	0.10929587
a20	0.26799035	0.15869471	0.14424247	0.07983561	0.3216377	0.027599206
a28	0.2035948	0.1024036	0.106640205	0.082966425	0.38918048	0.11521451
a20	0.16406408	0.10998494	0.08733633	0.079890914	0.4583676	0.10035611
a23	0.085780434	0.1165321	0.06272878	0.066574894	0.51544243	0.15294135
a31	0.1142031	0.06344163	0.06303328	0.16321617	0.17872278	0.41738302
a29	0.32234544	0.102796346	0.09625716	0.13835356	0.18664888	0.15359873
a33	0.05129487	0.071820796	0.04627174	0.08240643	0.2930852	0.45512095
a29	0.061762515	0.06258737	0.042912904	0.19538048	0.42607236	0.21128432
a27	0.040075745	0.038108777	0.027288621	0.11940045	0.43370745	0.34141892
a46	0.04287446	0.04589787	0.036877584	0.1872266	0.41123962	0.2758839
a20	0.17487454	0.049859725	0.07387203	0.2850331	0.23491615	0.18144451
a31	0.16544026	0.09292905	0.07333927	0.3521415	0.18468148	0.13146843
a7	0.055002954	0.18458356	0.16345157	0.21586862	0.0397729	0.3413204
a1	0.01674001	0.044829164	0.025885604	0.17168775	0.32010466	0.4207528
a20	0.022787543	0.0810156	0.114979096	0.21467106	0.1912473	0.37529942
a31	0.018856715	0.057440944	0.10533666	0.24225993	0.09819595	0.4779097
a20	0.0072186976	0.037698947	0.06081996	0.102795996	0.15575759	0.63570875
a31	0.007832359	0.040908325	0.066944666	0.13466182	0.25344422	0.49620855
a23	0.01332106	0.035448603	0.04521641	0.05001849	0.28428665	0.5717088
</S>	0.016825242	0.033181254	0.17273696	0.13078484	0.17641544	0.4700562
