 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.120879926	0.10635244	0.091217734	0.03708277	0.08061848	0.3450381	0.21881062
a0	0.1023839	0.09589896	0.09602669	0.10944254	0.073531315	0.2725729	0.25014368
a31	0.057376523	0.26846996	0.20572671	0.08535618	0.023646422	0.2160572	0.143367
a13	0.07236021	0.17495702	0.120066136	0.06738386	0.0548102	0.26062226	0.24980031
a31	0.055400427	0.13175592	0.079684675	0.040092144	0.013733148	0.21068084	0.46865293
a8	0.11040405	0.08519494	0.044565663	0.03374845	0.048795886	0.18669832	0.49059275
a31	0.025090935	0.054629963	0.015713228	0.0053163003	0.011812829	0.13776255	0.74967426
a13	0.10556836	0.047969706	0.04362973	0.04156844	0.038371604	0.3946685	0.32822365
a31	0.05133998	0.022781476	0.013146058	0.0152933495	0.017114142	0.15976125	0.72056377
a17	0.08263375	0.052480344	0.024233663	0.024226623	0.055424582	0.18313237	0.57786864
a31	0.031231541	0.032112353	0.013987181	0.011867294	0.035902906	0.12930998	0.7455888
a13	0.059570417	0.046443805	0.02176099	0.027914414	0.102109015	0.16122024	0.58098114
a31	0.015641414	0.027271997	0.019922834	0.01454778	0.12352853	0.18491432	0.61417305
a28	0.031081142	0.041593414	0.028592687	0.027353218	0.25840804	0.18450443	0.42846707
a10	0.007981487	0.022054883	0.016898202	0.015524043	0.1448207	0.23841292	0.55430776
a31	0.0041859695	0.010641462	0.008404168	0.020066736	0.09249141	0.23535867	0.6288516
a30	0.013971698	0.024763241	0.023935212	0.032686006	0.30299863	0.31178367	0.28986153
a31	0.002347696	0.0073994	0.0058089583	0.011095068	0.10207106	0.3421116	0.5291662
a20	0.0065074456	0.018614985	0.018848067	0.035144802	0.21626909	0.43431985	0.2702958
a28	0.0018930959	0.0063297846	0.0051171556	0.015173127	0.07425157	0.49805567	0.39917964
a31	0.0028361466	0.014618635	0.009295106	0.025822066	0.0789952	0.4922833	0.37614948
a35	0.0066106287	0.023426352	0.024367161	0.03745639	0.16408914	0.38887912	0.35517117
a31	0.0033890142	0.013084533	0.011918141	0.047098033	0.20626402	0.4307695	0.28747675
a46	0.003671351	0.013362387	0.013754069	0.025435198	0.10965443	0.44244274	0.39167985
a31	0.002251035	0.008790321	0.006221615	0.019194692	0.09238465	0.45130712	0.41985065
a10	0.004702341	0.014567006	0.0137335975	0.030459583	0.09430967	0.39450246	0.4477253
a8	0.0033532279	0.012150325	0.0073041213	0.019592049	0.10162673	0.44309598	0.4128776
a31	0.0043184203	0.013341538	0.014889166	0.07234614	0.2353937	0.3512931	0.3084179
</S>	0.0023835907	0.008968941	0.008522115	0.01595986	0.075683974	0.4082074	0.4802741
