 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.16705643	0.092969276	0.102654204	0.13236038	0.083425134	0.23846258	0.18307193
a31	0.17305316	0.17734863	0.17509875	0.09178122	0.08446572	0.12424505	0.17400752
a17	0.17800866	0.21118538	0.19469082	0.07046899	0.07135113	0.114931636	0.15936342
a11	0.20677328	0.24664858	0.22504699	0.15563743	0.02750578	0.07462026	0.06376769
a31	0.25964502	0.26857397	0.22918902	0.07818187	0.02502815	0.056050997	0.08333097
a20	0.15651156	0.29824042	0.17477493	0.047812458	0.041915637	0.03825816	0.2424868
a31	0.07974309	0.16195719	0.101473786	0.06035262	0.032384798	0.1128914	0.45119712
a37	0.14333475	0.1590692	0.106993675	0.06145544	0.10947094	0.10295485	0.31672117
a24	0.039491314	0.062114958	0.041871797	0.022325182	0.024140993	0.10210141	0.70795435
a28	0.050453145	0.081501774	0.056442115	0.023356797	0.036375266	0.11371211	0.6381588
a31	0.042808928	0.11374125	0.057719193	0.020241141	0.053297155	0.1413665	0.5708259
a24	0.15283751	0.12336753	0.111865796	0.05169233	0.07492538	0.082151085	0.4031603
a35	0.039219033	0.057626683	0.043096703	0.01794729	0.05976856	0.10071708	0.6816246
a31	0.044099174	0.06411875	0.04260219	0.01140957	0.21984461	0.14933322	0.4685925
a20	0.008044472	0.00692235	0.0069332444	0.011920812	0.019902468	0.18826833	0.7580083
</S>	0.004422048	0.0040412946	0.0048367153	0.00451082	0.105044	0.2051317	0.67201346
