 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.110883184	0.18238498	0.18126959	0.097943954	0.08233461	0.10519355	0.23999007
a8	0.08214194	0.1734395	0.06516436	0.08786838	0.23186116	0.18339965	0.17612495
a20	0.060229216	0.080945365	0.06328338	0.11833531	0.31274593	0.19307491	0.17138591
a8	0.060839724	0.14744876	0.04734101	0.07298305	0.1514866	0.3466566	0.17324431
a31	0.072387815	0.13419586	0.024443056	0.028431818	0.057424568	0.2539311	0.42918575
a37	0.10068221	0.101971425	0.06598518	0.17776811	0.04183432	0.23318817	0.27857056
a10	0.108085826	0.06317222	0.06733006	0.090499945	0.07398332	0.14549445	0.4514342
a31	0.091440305	0.051031865	0.048928957	0.060291156	0.096378595	0.1585803	0.4933488
a21	0.03010401	0.12375192	0.11476622	0.16157486	0.19740692	0.26550063	0.106895424
a31	0.01458997	0.056697182	0.063494176	0.066257596	0.24122575	0.28391746	0.27381784
a10	0.064918324	0.10055047	0.059843257	0.114662215	0.17765194	0.20090123	0.28147253
a17	0.0064003845	0.027707046	0.025671758	0.07710028	0.12432763	0.59214437	0.14664851
a20	0.002107183	0.013079091	0.00925792	0.029186571	0.15532744	0.5620905	0.22895128
a31	0.0012560531	0.008766809	0.008986329	0.049866237	0.14005846	0.49258	0.2984861
a39	0.021276508	0.04041965	0.04464837	0.050378833	0.12412282	0.22438507	0.4947688
a31	0.006166662	0.0054997285	0.0057331305	0.01461997	0.08703455	0.2862773	0.5946687
a8	0.026529646	0.032031037	0.06434497	0.038799964	0.13196415	0.2327032	0.47362703
a39	0.009611909	0.011248743	0.01829648	0.041937996	0.20687734	0.34536526	0.36666223
a8	0.008627968	0.009458392	0.012904306	0.033952326	0.27254823	0.32931	0.33319873
</S>	0.0060905665	0.010190717	0.0130851045	0.05123624	0.3172894	0.33920226	0.26290575
