 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.08943111	0.24166	0.08252736	0.21871114	0.10102191	0.06779142	0.03522866	0.04780787	0.11582052
a28	0.16220689	0.07373079	0.08319795	0.052917793	0.09380815	0.08123965	0.20879173	0.17506474	0.06904236
a37	0.09363967	0.08476802	0.08592813	0.06820319	0.103889346	0.1369762	0.25388655	0.09368036	0.07902851
a20	0.11249041	0.09585831	0.09703024	0.038424358	0.09809822	0.08884027	0.13986707	0.18316214	0.14622903
a37	0.052426863	0.051625032	0.052505344	0.034845367	0.09168511	0.07209849	0.14944026	0.37051743	0.12485615
a24	0.036855806	0.036595665	0.03864631	0.026132978	0.067779146	0.053729195	0.1423509	0.4628214	0.13508861
a21	0.01615153	0.020883897	0.040723603	0.02141806	0.041623946	0.036469795	0.21171899	0.45357877	0.15743144
a28	0.018622858	0.056644987	0.039378915	0.032446735	0.10739406	0.0581843	0.20544152	0.28177992	0.20010673
a24	0.04066368	0.10662425	0.050238617	0.029665139	0.05978701	0.058204178	0.24210891	0.11108711	0.3016211
a31	0.02138108	0.08113776	0.060753774	0.021278275	0.06543236	0.05244497	0.305416	0.1972689	0.19488688
a20	0.048372436	0.15480462	0.09537585	0.030340053	0.054355763	0.05778889	0.15143417	0.07477886	0.3327494
a24	0.0065482217	0.012283766	0.02743225	0.005444171	0.020870095	0.04734731	0.20413448	0.13324232	0.54269737
a20	0.0052404758	0.007946971	0.011220535	0.009053837	0.030274253	0.09000622	0.16839503	0.124144755	0.5537179
a33	0.0042845495	0.008296371	0.008509333	0.015822487	0.05495701	0.0675502	0.10890086	0.08375597	0.64792323
a20	0.019971918	0.031461228	0.015205823	0.03331097	0.11828028	0.14005472	0.2845554	0.2163507	0.14080895
a31	0.013294012	0.028323546	0.026116885	0.03315278	0.09876981	0.12641461	0.23191704	0.13643189	0.30557948
a3	0.019845815	0.022900566	0.05660263	0.00890564	0.041297927	0.0834994	0.1799016	0.10045237	0.486594
a20	0.00816229	0.019963436	0.022509295	0.017843422	0.06276852	0.08316693	0.17341688	0.122637	0.4895322
</S>	0.0037941737	0.010439796	0.01611619	0.02147144	0.092918836	0.1075696	0.2738244	0.1304695	0.34339607
