 	la	pasta	vuole	sale	</S>
a8	0.20466857	0.3230288	0.12844484	0.10207353	0.24178416
a31	0.25239244	0.37542582	0.15610437	0.14217721	0.07390007
a28	0.33365873	0.26941124	0.16696113	0.18489423	0.045074705
a20	0.4199403	0.34476984	0.08796767	0.07115767	0.07616444
a31	0.36794904	0.34507024	0.086780466	0.053872753	0.14632753
a11	0.25297564	0.44373807	0.1096125	0.12874804	0.0649258
a18	0.0956883	0.4827343	0.13098292	0.2171639	0.07343065
a15	0.104721926	0.42727348	0.17597362	0.16896039	0.1230706
a31	0.12175046	0.37783706	0.16080001	0.16538669	0.17422572
a20	0.020828145	0.11510922	0.020353574	0.25381416	0.5898949
a6	0.011584218	0.077682644	0.048385806	0.63009673	0.23225065
a20	0.020300569	0.11285848	0.039255284	0.7137762	0.11380952
a21	0.016995952	0.04181742	0.030894	0.81088173	0.09941085
a20	0.019986475	0.047295284	0.042382013	0.5648916	0.32544467
a0	0.013127833	0.024167405	0.04458245	0.45861518	0.45950714
a31	0.006173108	0.009732036	0.053704996	0.35707954	0.5733103
a39	0.0056574126	0.0135348	0.06623938	0.19253425	0.72203416
a31	0.0024606872	0.0038981508	0.080236554	0.44150922	0.4718954
a35	0.0065639056	0.018319312	0.0420131	0.25944787	0.6736558
</S>	0.0044122194	0.024348894	0.13671216	0.3954052	0.43912157
