 	io	non	ho	niente	da	mangiare	</S>
a8	0.15409368	0.14244907	0.15270811	0.1665045	0.07853526	0.103420936	0.2022884
a31	0.122989774	0.12963259	0.20830871	0.24014547	0.1524158	0.07513919	0.071368515
a8	0.11931899	0.12246302	0.30935618	0.15827289	0.15434381	0.095267974	0.04097712
a20	0.09761299	0.12345357	0.19516018	0.14700863	0.20855565	0.14468525	0.083523676
a31	0.1530934	0.14059989	0.28131056	0.26729032	0.05182766	0.054366168	0.051511977
a14	0.20180933	0.21140188	0.20740329	0.23737636	0.032083664	0.04145984	0.06846556
a31	0.15949321	0.17110424	0.12794432	0.20636727	0.062273845	0.1258332	0.14698394
a13	0.051593892	0.080471344	0.13338888	0.433945	0.059699725	0.07664102	0.16426016
a37	0.036023397	0.06498172	0.091814704	0.23313214	0.086767204	0.30173925	0.18554164
a10	0.01773852	0.030922163	0.060215656	0.43931696	0.073990814	0.25284263	0.12497322
a20	0.014455014	0.026139127	0.056081135	0.3721139	0.18336385	0.25852942	0.08931752
a7	0.020059131	0.02441921	0.041390188	0.16705583	0.08338067	0.5361595	0.12753545
a18	0.015051369	0.014863114	0.024749683	0.09893387	0.057765197	0.580686	0.20795077
a44	0.0067978324	0.006755817	0.020410107	0.061706446	0.13526094	0.43754908	0.33151978
</S>	0.0035687955	0.0048493627	0.01612588	0.06534575	0.123774156	0.44098616	0.3453499
