 	li	vestono	i	genitori	</S>
a31	0.34595048	0.15631397	0.12965757	0.16499557	0.20308238
a46	0.25979483	0.08088865	0.20394595	0.16840202	0.28696856
a18	0.80010104	0.04100577	0.032056566	0.04383852	0.08299813
a35	0.8212458	0.028328087	0.021741783	0.051635027	0.07704929
a15	0.65444887	0.040456817	0.049074057	0.060568143	0.1954521
a39	0.74502516	0.03576271	0.024859905	0.053623565	0.14072871
a31	0.37169626	0.1223692	0.058518495	0.1842337	0.2631823
a11	0.38551027	0.1656234	0.051145937	0.17577608	0.22194421
a20	0.19144864	0.09936931	0.03892818	0.3668891	0.3033648
a31	0.17710064	0.09100717	0.032758377	0.3640673	0.3350665
a39	0.4697203	0.1314078	0.019952167	0.13140559	0.24751419
a20	0.11661406	0.053327776	0.008757813	0.35683987	0.4644604
a46	0.13693792	0.06322471	0.01538875	0.23223686	0.5522117
a31	0.2511074	0.078415096	0.020693121	0.17270663	0.4770778
a15	0.34838447	0.02327621	0.014377606	0.08720356	0.52675813
a24	0.063916735	0.009714373	0.007053951	0.25965255	0.65966237
a20	0.09895648	0.015967911	0.023257913	0.24072921	0.6210885
a31	0.11741363	0.01774989	0.092874534	0.19498615	0.5769758
a13	0.22071859	0.0035223404	0.031356614	0.15775761	0.5866449
a46	0.09255234	0.0026730471	0.056957394	0.26053253	0.5872847
a14	0.095542744	0.006120314	0.1804064	0.35265633	0.36527422
a20	0.07931824	0.006897387	0.20546256	0.3526063	0.35571548
a31	0.06275327	0.009008086	0.25567284	0.36970982	0.302856
</S>	0.022903789	0.003608633	0.025909288	0.28015104	0.66742724
