 	ho	rotto	una	bottiglia	</S>
a31	0.30195168	0.16496675	0.09151004	0.15678492	0.28478658
a21	0.22626452	0.6405898	0.05960421	0.04354646	0.029994985
a31	0.43297848	0.2956428	0.04285517	0.10067775	0.1278459
a35	0.33245763	0.32700664	0.05733511	0.12097321	0.16222744
a31	0.23136702	0.24822643	0.029661657	0.20062675	0.29011813
a24	0.37894216	0.3994509	0.081058465	0.05252989	0.08801865
a37	0.16577281	0.46633238	0.08257797	0.04900635	0.23631045
a31	0.08652044	0.2372698	0.06797893	0.1818644	0.42636645
a33	0.03098809	0.19353455	0.010177934	0.021593453	0.743706
a31	0.04605765	0.14455914	0.07714009	0.2661432	0.46609998
</S>	0.014278885	0.060095213	0.0046165218	0.030799728	0.8902097
