 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.14604896	0.08676136	0.10797799	0.20842484	0.07314198	0.10499466	0.15971181	0.11293846
a0	0.056070343	0.050795887	0.051593296	0.07542971	0.08631395	0.3062791	0.19187246	0.18164526
a31	0.25081807	0.26926678	0.12674452	0.034947935	0.056969672	0.04400383	0.105440415	0.11180874
a17	0.14796181	0.19034682	0.07079959	0.029524269	0.13600408	0.10287504	0.19620249	0.12628596
a20	0.1276217	0.16156603	0.11881622	0.054054283	0.10023268	0.06695265	0.10437277	0.26638365
a31	0.07631599	0.08050341	0.07543738	0.06441083	0.07278634	0.019743217	0.12697539	0.48382744
a37	0.14139247	0.22489114	0.11063944	0.033785276	0.13794273	0.11611551	0.09548972	0.1397437
a15	0.086796194	0.10634614	0.08220057	0.045938715	0.0749161	0.013465159	0.12756689	0.46277022
a46	0.08074661	0.08851678	0.07760368	0.04649612	0.05038369	0.01078508	0.15211274	0.4933553
a24	0.07387857	0.085531004	0.07097323	0.042456634	0.04297087	0.016268296	0.20166987	0.46625146
a31	0.07803422	0.11402454	0.07461584	0.050051007	0.037985183	0.022147931	0.22344384	0.39969748
a18	0.20557784	0.271701	0.18565351	0.08127612	0.038004838	0.036400504	0.04862372	0.13276246
a11	0.09106919	0.14025019	0.08322213	0.039262556	0.029730972	0.04823446	0.15978591	0.40844455
a35	0.063877895	0.10509341	0.058996662	0.03158565	0.027362375	0.046005048	0.13656802	0.530511
a31	0.08376666	0.15229349	0.07187152	0.018041508	0.14230336	0.050827406	0.13712184	0.34377423
a13	0.13001212	0.18982047	0.097011566	0.03156539	0.03221506	0.12815587	0.22222215	0.1689974
a11	0.05103264	0.08778273	0.042325113	0.013846567	0.023750478	0.11364428	0.1640704	0.5035478
a31	0.06757946	0.09632425	0.059468698	0.020958472	0.038682606	0.18910389	0.089178346	0.4387043
a46	0.03643227	0.04663943	0.02982652	0.020131055	0.016058978	0.035967078	0.09370458	0.72124004
a31	0.012793998	0.020486489	0.011680456	0.0093064895	0.013522264	0.101132765	0.21417925	0.61689824
a24	0.05891739	0.05492506	0.02893949	0.05027105	0.016611757	0.042171963	0.1221023	0.62606096
a35	0.012569441	0.018290017	0.0093100155	0.009412724	0.007124757	0.039325487	0.35614136	0.5478262
a31	0.008124486	0.015523257	0.0058447393	0.02604396	0.060507193	0.24448863	0.40484324	0.23462446
a46	0.017874457	0.018241558	0.021379499	0.03062869	0.009169539	0.038592927	0.22960389	0.63450944
a31	0.007938351	0.0061875694	0.0077614537	0.03032939	0.0068849945	0.08712756	0.3592968	0.49447381
</S>	0.0126763275	0.02063434	0.02360654	0.032697495	0.016113438	0.06595722	0.33041194	0.4979027
