 	tutto	il	cibo	vuole	girato	</S>
a31	0.28560722	0.16747399	0.1015066	0.07567229	0.12564284	0.2440971
a8	0.16413602	0.17624319	0.19718906	0.18269797	0.22178742	0.057946384
a31	0.2926113	0.13029224	0.10927181	0.08551347	0.19088559	0.19142556
a29	0.22437184	0.19185092	0.20723261	0.14599024	0.1392734	0.09128098
a20	0.1548306	0.1486756	0.17939924	0.16287826	0.2674959	0.08672036
a39	0.09583818	0.09455788	0.14163363	0.11017099	0.34213015	0.21566923
a31	0.09003186	0.093959115	0.12188844	0.109910406	0.3535915	0.23061867
a0	0.019535325	0.025971739	0.09113005	0.08281675	0.37826556	0.40228063
a31	0.0076289442	0.013795338	0.08946179	0.07978499	0.55164844	0.25768045
a24	0.013738639	0.014094985	0.09219056	0.090129904	0.49364254	0.29620335
a36	0.008990634	0.015145661	0.09385792	0.06975639	0.5914379	0.2208115
a11	0.005987143	0.011265485	0.11397814	0.06968186	0.52516806	0.27391937
a17	0.0053964388	0.007824484	0.09436902	0.0632936	0.46486485	0.3642516
a31	0.0073524155	0.009321815	0.061037067	0.08510449	0.5451126	0.29207158
a6	0.019870777	0.023977615	0.093513	0.09633118	0.42761356	0.33869392
a31	0.009414259	0.013401026	0.05869986	0.06505893	0.26734677	0.5860792
a24	0.04976627	0.035232116	0.077061415	0.054068953	0.22770871	0.5561626
a6	0.01964781	0.012529503	0.042665202	0.033133943	0.15866508	0.73335844
a31	0.0071619414	0.0073460806	0.040156443	0.07754743	0.29229924	0.57548887
a46	0.02706744	0.031005174	0.06909789	0.045443356	0.113673635	0.71371245
a39	0.011181248	0.015343209	0.061075788	0.10426807	0.25875175	0.54937994
a31	0.0028328528	0.007856228	0.059855904	0.09948926	0.37601125	0.45395446
a41	0.014033555	0.02287797	0.048757445	0.042506777	0.09897397	0.7728503
a8	0.0047290516	0.010883111	0.06524368	0.09340713	0.34495673	0.4807804
</S>	0.0033302591	0.0126556745	0.07805002	0.24134488	0.37068892	0.29393023
