 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.101020575	0.120696	0.125892	0.083854534	0.16556638	0.10471923	0.2982512
a31	0.3087229	0.21585524	0.39744738	0.011122754	0.015300747	0.028785652	0.022765316
a11	0.25609618	0.19386147	0.4245599	0.018774329	0.030298805	0.0429448	0.03346459
a21	0.3409727	0.31236163	0.27138466	0.015177237	0.0140357185	0.020045873	0.026022281
a31	0.24203938	0.24535173	0.24209036	0.058804464	0.010438442	0.032795787	0.16847983
a20	0.17622821	0.1836356	0.15450208	0.060375713	0.015904477	0.09178141	0.3175725
a31	0.097556174	0.13986476	0.10828233	0.04465488	0.01335182	0.27963194	0.3166581
a10	0.14123467	0.29178083	0.21111485	0.010338123	0.018799387	0.12638009	0.20035209
a31	0.11318104	0.17544983	0.1477963	0.021624848	0.026056688	0.1709258	0.34496543
a21	0.06252102	0.28681648	0.17865276	0.010927456	0.042025845	0.23057128	0.1884851
a11	0.08288552	0.15750244	0.10889783	0.013671359	0.036033902	0.18799603	0.4130129
a3	0.07802365	0.16128409	0.12041169	0.011789035	0.030925693	0.10550427	0.49206153
a33	0.04782099	0.07331663	0.06602082	0.019908464	0.018395696	0.16969317	0.6048443
</S>	0.11657746	0.12123633	0.09435889	0.0071000024	0.01973147	0.2979239	0.3430719
