 	non	mi	aspetti	che	non	vengo	</S>
a31	0.08558613	0.09497783	0.30413154	0.23429066	0.07972175	0.04735992	0.15393211
a37	0.07495306	0.16012079	0.2850948	0.27168363	0.10508078	0.0467129	0.05635406
a31	0.20357047	0.15216953	0.15533474	0.11146568	0.11045118	0.13639635	0.1306121
a24	0.12217593	0.10830697	0.11007686	0.09613271	0.18974419	0.28128913	0.09227417
a46	0.0758008	0.07633061	0.07723708	0.080953255	0.16087064	0.4034543	0.12535335
a31	0.082214296	0.08634005	0.08739677	0.08679624	0.15219794	0.3509298	0.15412487
a1	0.038242184	0.08585869	0.13189703	0.11976815	0.09781194	0.40626138	0.120160654
a31	0.021957183	0.05426345	0.08702288	0.09071673	0.102988355	0.46630046	0.17675093
a20	0.018905206	0.028706854	0.060755245	0.04882277	0.05044455	0.5304519	0.2619135
a41	0.012542085	0.03209667	0.049944576	0.0713462	0.15502743	0.34770137	0.33134168
a31	0.0056594554	0.016091779	0.024610713	0.033044063	0.06154105	0.42142627	0.43762675
</S>	0.005272744	0.0065349042	0.014622513	0.03113719	0.0793806	0.14850141	0.7145506
