 	sta	e	dorme	nel	letto	</S>
a33	0.06397376	0.076616466	0.34304023	0.070428364	0.10767919	0.33826196
a31	0.1912783	0.5391511	0.16073759	0.027810564	0.03612737	0.044895116
a37	0.3091105	0.47977254	0.12164711	0.020739896	0.028747566	0.03998238
a31	0.48603266	0.35347396	0.117584094	0.0064504007	0.012884934	0.023573866
a13	0.44213668	0.3700965	0.14299943	0.011842294	0.00885029	0.024074733
a20	0.41481918	0.25647902	0.21936381	0.009563838	0.017500656	0.08227344
a24	0.15691352	0.099650316	0.0978721	0.008389237	0.07034172	0.5668331
a28	0.2683661	0.2565716	0.21419191	0.004788954	0.033604056	0.22247745
a31	0.21533503	0.08317277	0.083099976	0.008531945	0.077490285	0.53237003
a35	0.52281755	0.19562773	0.1287455	0.018868243	0.0430039	0.09093708
a18	0.30758566	0.0920784	0.08518256	0.0064993165	0.079628736	0.4290253
a31	0.21761677	0.1726485	0.076835185	0.00858301	0.08684179	0.4374747
a13	0.24096574	0.32020664	0.12941633	0.012040791	0.07366326	0.22370724
a39	0.16072302	0.10079595	0.047224786	0.0067713675	0.36564752	0.31883729
a31	0.18422037	0.07470764	0.04407205	0.018153435	0.42442366	0.25442284
a21	0.06692164	0.091888644	0.067064196	0.012476913	0.09024816	0.6714004
a31	0.059414517	0.048161525	0.032234278	0.015803514	0.39769194	0.44669428
</S>	0.008098302	0.004756124	0.007985549	0.019406037	0.10945215	0.8503018
