 	è	che	stanno	ancora	alzati	</S>
a20	0.20767999	0.3473434	0.26623178	0.0765318	0.029354602	0.07285844
a31	0.5103692	0.3140393	0.025315136	0.036100168	0.037276387	0.07689985
a20	0.43839327	0.3917184	0.11513215	0.012879643	0.018566262	0.023310313
a31	0.3669754	0.37380216	0.13848771	0.011681663	0.06503218	0.044021014
a20	0.3381349	0.34844267	0.06543715	0.060429756	0.14359215	0.043963306
a28	0.13315766	0.13299008	0.06934907	0.050767563	0.13995856	0.4737771
a31	0.20378004	0.20006183	0.07012083	0.015901385	0.093864724	0.41627118
a29	0.2197886	0.25094998	0.031199068	0.17292848	0.14110945	0.18402444
a46	0.091165245	0.08346795	0.0108913565	0.052174006	0.15334544	0.60895604
a31	0.19487604	0.15459426	0.016246516	0.060645837	0.10967789	0.46395937
a20	0.07004768	0.08344858	0.04518078	0.19613965	0.12884702	0.4763363
a31	0.048027415	0.047361795	0.011630013	0.07149938	0.25452217	0.5669592
a39	0.012732494	0.025962187	0.04388729	0.110523	0.058804955	0.7480901
a20	0.012107022	0.030615142	0.03266119	0.13025047	0.19791995	0.5964462
a8	0.03570122	0.026586182	0.01844385	0.14478382	0.4316546	0.3428304
a20	0.008505005	0.0042486144	0.004318429	0.3607412	0.28976113	0.33242565
a24	0.0068564164	0.0062796716	0.0042350288	0.48400778	0.15919377	0.33942735
a46	0.008113701	0.0071069556	0.007884958	0.41570437	0.123862654	0.43732733
a8	0.0057009757	0.002229839	0.007050266	0.18604594	0.30410823	0.49486482
a23	0.0038873875	0.0027050162	0.012154631	0.07455767	0.4700717	0.43662366
a8	0.0048642037	0.0042861076	0.015200511	0.0629128	0.25869128	0.65404505
</S>	0.0052550444	0.007631063	0.013236478	0.03657428	0.11479281	0.8225103
