 	ho	finito	di	scrivere	</S>
a38	0.12515451	0.3260026	0.09384265	0.25784168	0.19715859
a31	0.6541348	0.038488347	0.123432934	0.08205868	0.101885185
a15	0.65591484	0.16490865	0.029184641	0.04952634	0.10046551
a18	0.7352132	0.15651643	0.018155053	0.033045594	0.057069715
a31	0.51616454	0.22755317	0.021958577	0.05486243	0.1794612
a37	0.4638133	0.12048104	0.05526188	0.07026804	0.29017574
a31	0.32226372	0.09885767	0.009353072	0.075489506	0.49403596
a0	0.4935277	0.04826865	0.0580478	0.08654403	0.31361175
a31	0.2586436	0.013020484	0.012614918	0.083493985	0.632227
a18	0.3452079	0.040938023	0.03225943	0.2336806	0.34791404
a31	0.26837447	0.015145783	0.0340281	0.20824106	0.47421065
a39	0.11495299	0.02658051	0.025413735	0.46125856	0.37179422
a20	0.125909	0.011286151	0.18504292	0.32284606	0.35491586
a31	0.15538532	0.016611712	0.28410792	0.25029245	0.29360262
a8	0.018649202	0.009496418	0.06300946	0.4302367	0.4786082
a20	0.01463569	0.017218944	0.3746048	0.31608292	0.27745765
a31	0.030857695	0.023626782	0.3284341	0.28694147	0.33013996
</S>	0.012758466	0.0051550893	0.086354725	0.4354039	0.46032777
