 	la	casa	la	costruisce	il	mastro	</S>
a20	0.2946749	0.2935635	0.24957292	0.036638327	0.01729946	0.027310168	0.0809407
a17	0.21210258	0.18930641	0.10738365	0.12300578	0.08738321	0.09633533	0.18448302
a10	0.5531876	0.02582141	0.044672925	0.20833196	0.07089363	0.036277853	0.060814608
a24	0.11882867	0.024951251	0.02378721	0.069775686	0.017026536	0.3235074	0.42212328
a46	0.04740638	0.06379106	0.030357644	0.060371343	0.019521756	0.424608	0.35394382
a8	0.036244616	0.06419234	0.07390342	0.092123955	0.035536423	0.35324097	0.3447583
a14	0.1731292	0.082775235	0.1966554	0.15568706	0.019496774	0.022283744	0.34997255
a31	0.381162	0.1954756	0.06608414	0.15187618	0.031237453	0.03518974	0.13897485
a20	0.29282746	0.10875728	0.05240602	0.10793113	0.13238376	0.18345207	0.12224235
a41	0.01418815	0.005339818	0.017244173	0.084772415	0.13954017	0.4296336	0.30928162
a29	0.039275162	0.0096752	0.02943553	0.15597224	0.07086541	0.41400576	0.28077072
a31	0.18314077	0.017346522	0.05672031	0.11710349	0.060582034	0.3392813	0.22582555
a30	0.17385925	0.024485232	0.011618359	0.041222807	0.20740026	0.077494234	0.46391994
a31	0.30217743	0.016089711	0.013368661	0.203036	0.10289555	0.124128275	0.2383044
a28	0.08958045	0.02041235	0.02157086	0.024930228	0.2564364	0.112438306	0.47463146
a31	0.21272293	0.023851346	0.051599752	0.10061861	0.18388088	0.09956489	0.32776162
a17	0.04738581	0.016020428	0.031442173	0.027006138	0.2293304	0.16212465	0.48669043
a20	0.1440263	0.021358047	0.07540956	0.06738486	0.2474441	0.14619896	0.29817817
a31	0.4316777	0.013704839	0.043920834	0.18413933	0.15612154	0.061672322	0.10876346
a20	0.02103523	0.012226808	0.02484143	0.02344912	0.18590479	0.30323833	0.4293043
a29	0.20939793	0.026259957	0.073555805	0.1208943	0.22737409	0.1294934	0.21302451
a31	0.30075654	0.028061377	0.058222063	0.20056175	0.25950623	0.0459603	0.10693176
</S>	0.019501429	0.012969059	0.020264508	0.023016725	0.19398998	0.3203619	0.40989637
