 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.24930076	0.2504101	0.11037893	0.18875307	0.04916577	0.033347413	0.118643984
a18	0.11288423	0.117986046	0.17952052	0.2654914	0.03228108	0.20675473	0.08508204
a31	0.19393922	0.055501416	0.07935183	0.2547302	0.010978395	0.23770308	0.16779585
a20	0.08528228	0.03537169	0.0535685	0.29105043	0.0112291165	0.27796903	0.24552895
a31	0.3221762	0.032223746	0.01717943	0.06407098	0.004444116	0.08634785	0.47355777
a37	0.15885918	0.0534083	0.05040986	0.2730352	0.022530405	0.23209652	0.20966046
a18	0.18032774	0.03523974	0.012688854	0.045487273	0.0034882335	0.047222555	0.67554563
a46	0.2486122	0.03610833	0.0063702073	0.04897431	0.0022987959	0.095543385	0.5620927
a31	0.22098672	0.053268354	0.0071732188	0.039771117	0.0040719397	0.08505992	0.58966875
a46	0.26315942	0.21330483	0.11421296	0.08399186	0.019986106	0.043376755	0.26196808
a31	0.092971146	0.06572767	0.023196384	0.030891707	0.0041136337	0.04347003	0.73962945
a46	0.19055836	0.15056954	0.15468654	0.07516178	0.06910047	0.08047764	0.27944574
a31	0.05179036	0.07313699	0.058216188	0.045229483	0.017782211	0.1315968	0.62224793
a46	0.17256403	0.09409017	0.19417027	0.075142354	0.13417324	0.08687544	0.24298455
a31	0.06826181	0.05477132	0.09528001	0.051362146	0.08992795	0.1892357	0.451161
a18	0.1574044	0.093701325	0.16142346	0.07588261	0.17391816	0.08783763	0.24983242
a31	0.110211015	0.04877065	0.0883338	0.053711724	0.25699484	0.16908242	0.27289554
a37	0.13609532	0.07864145	0.1065928	0.08684759	0.2365204	0.08791513	0.2673873
a13	0.11533114	0.03253532	0.061997004	0.04335498	0.30866516	0.18579178	0.25232464
a31	0.030459644	0.013749492	0.03763372	0.02831769	0.050990075	0.40787455	0.43097484
a20	0.0795567	0.06581605	0.08058598	0.1003831	0.28467357	0.12805934	0.26092526
a31	0.03987398	0.011251872	0.0319554	0.023732038	0.19518788	0.35510114	0.34289762
a20	0.058152135	0.03764134	0.050942913	0.09484744	0.26338625	0.14414075	0.35088924
a31	0.036623884	0.011524417	0.03531416	0.028809084	0.24625276	0.39161032	0.24986541
a20	0.039639343	0.030587135	0.055518825	0.0884488	0.19334072	0.18443991	0.40802523
</S>	0.025143217	0.016969718	0.037008926	0.038504165	0.22079009	0.4272401	0.23434374
