 	perché	aveva	lavorato	molto	</S>
a46	0.11690855	0.2558822	0.047273308	0.2500453	0.32989064
a31	0.2699461	0.09591898	0.16307597	0.17182975	0.29922923
a17	0.3168861	0.1684908	0.12316474	0.14950092	0.24195738
a31	0.5016382	0.3288944	0.0119686	0.05023727	0.107261576
a37	0.26683196	0.3937323	0.027562058	0.071256794	0.24061681
a31	0.24844326	0.27527535	0.021655632	0.07353949	0.38108632
a18	0.15442987	0.18883447	0.04941286	0.083432995	0.52388984
a10	0.06840355	0.15167873	0.02257746	0.15179992	0.60554034
a31	0.046935976	0.09131134	0.00373189	0.28696704	0.5710538
a46	0.24757062	0.11288726	0.086506404	0.1361737	0.4168621
a20	0.060470052	0.069204584	0.029067352	0.30994812	0.5313099
a11	0.033491045	0.054149445	0.008133776	0.23623486	0.66799086
a18	0.0517108	0.06920043	0.0075999256	0.17931858	0.69217026
a31	0.086380534	0.10153187	0.014759621	0.110814236	0.68651366
a0	0.060949396	0.28382757	0.013786198	0.13891047	0.50252634
a31	0.02410464	0.098320685	0.010593265	0.3055272	0.56145424
a8	0.028002875	0.090129614	0.029410409	0.22077876	0.63167834
a31	0.007816885	0.014694218	0.060173504	0.5688432	0.3484722
a7	0.008804137	0.056092076	0.055567138	0.39356166	0.48597494
a31	0.0074621644	0.014114202	0.02611567	0.519515	0.43279305
</S>	0.0115896175	0.06289904	0.10220714	0.4132798	0.41002437
