 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.15110482	0.12685636	0.11384821	0.11780892	0.04900003	0.09936663	0.058052056	0.045975078	0.08092391	0.15706393
a20	0.08533575	0.07807022	0.073280334	0.07540201	0.20498487	0.071368575	0.1865513	0.12712389	0.06814096	0.0297421
a31	0.18562162	0.100825876	0.09342932	0.08023047	0.1559594	0.069446824	0.16194691	0.043734416	0.051556	0.057249155
a21	0.09495629	0.07292747	0.06873007	0.057527553	0.144776	0.116930366	0.23046103	0.08262666	0.04775947	0.08330511
a31	0.058738586	0.059213057	0.057883367	0.056834187	0.10105416	0.1360464	0.15192738	0.12209975	0.116903536	0.13929957
a13	0.05147225	0.044041444	0.036911912	0.03726523	0.17894226	0.050592493	0.16613203	0.086064786	0.17126127	0.17731631
a31	0.033711404	0.0363429	0.03259338	0.032659944	0.114415154	0.07808936	0.09820801	0.08758087	0.21217953	0.27421948
a6	0.032659747	0.024721032	0.02111357	0.019937826	0.31890386	0.038856175	0.23981653	0.055137668	0.08465704	0.16419655
a46	0.014568715	0.018558856	0.011358445	0.011541658	0.1727583	0.049129806	0.08546582	0.0790625	0.2916214	0.26593447
a31	0.024494203	0.01965276	0.016157242	0.01610265	0.17266086	0.069817066	0.19452663	0.094130896	0.21578248	0.1766752
a46	0.027662693	0.016094508	0.014465588	0.012640563	0.08444384	0.04369861	0.089579046	0.034327995	0.17896862	0.49811858
a11	0.00369065	0.008959571	0.0055004973	0.0034894217	0.112659864	0.036283046	0.07673008	0.059857484	0.38497525	0.30785418
a37	0.0070335194	0.009292129	0.008349347	0.0054326234	0.1469562	0.045335196	0.14428149	0.11353727	0.23466551	0.2851167
a18	0.013592916	0.014230914	0.014858869	0.009892461	0.06696183	0.0456983	0.17388198	0.14322937	0.26206136	0.255592
a46	0.015412181	0.016904054	0.011803197	0.010455939	0.053486045	0.049567286	0.104696274	0.08483355	0.38608757	0.26675397
a31	0.026544578	0.024432966	0.01588687	0.014424187	0.063838065	0.021613829	0.09609736	0.046135537	0.47176906	0.21925753
a20	0.012486559	0.014977981	0.008722784	0.0061762333	0.18806012	0.021248939	0.15089625	0.04911917	0.1891345	0.35917744
a35	0.0036568635	0.0069954763	0.004443935	0.0031799362	0.06920815	0.013403292	0.05349672	0.071568675	0.3530204	0.4210265
a6	0.0031475674	0.0037294098	0.0040649525	0.0019597816	0.027795194	0.02059649	0.0796596	0.23061392	0.12996946	0.49846372
a13	0.0024064842	0.002655973	0.00186316	0.0017156537	0.01869657	0.009168422	0.022343582	0.054317478	0.24548441	0.6413483
a28	0.004854479	0.0060771853	0.003419726	0.0031131867	0.030222567	0.01214979	0.03641007	0.12640718	0.34802485	0.42932102
a31	0.007868902	0.010509826	0.006030194	0.0058037927	0.054185364	0.026605919	0.06713352	0.14774697	0.35483983	0.3192757
a10	0.009628945	0.0074642748	0.0049596224	0.0043506767	0.059161503	0.011222707	0.06925295	0.067207396	0.27027243	0.4964795
a24	0.002787678	0.0022608733	0.0013438768	0.0010914378	0.016273135	0.0032905585	0.036118377	0.11323155	0.282212	0.54139054
a31	0.0031449867	0.0030342098	0.0014867764	0.0015351909	0.01332084	0.0051514166	0.044958543	0.1795998	0.262269	0.4854993
</S>	0.012922054	0.0070870505	0.004617458	0.0056819357	0.019927565	0.0120617645	0.016937334	0.048394244	0.1958508	0.6765198
