 	lo	ho	finito	di	fare	</S>
a8	0.10270314	0.117572665	0.2791712	0.113395296	0.16577615	0.22138157
a31	0.42778486	0.43782723	0.047325008	0.023740163	0.027784087	0.03553867
a20	0.44413605	0.39002243	0.08373251	0.025136266	0.026808579	0.030164195
a24	0.3865578	0.32281694	0.20820974	0.03506329	0.018572051	0.028780269
a18	0.42647976	0.3777701	0.114935406	0.040453356	0.0066198385	0.0337415
a31	0.30913174	0.31402454	0.21892612	0.029987838	0.015733968	0.112195835
a20	0.35705653	0.39592814	0.071572535	0.0263785	0.03691909	0.112145185
a10	0.1714329	0.34338057	0.0810119	0.011722865	0.14560364	0.24684817
a20	0.17513232	0.2777206	0.06876718	0.016842706	0.20989637	0.25164077
a7	0.1590285	0.22746302	0.045683097	0.020413904	0.20259918	0.34481236
a31	0.11925524	0.13080393	0.04532492	0.018917434	0.17648302	0.5092155
a20	0.24523632	0.18231468	0.016247265	0.056263246	0.14566864	0.35426983
a18	0.036650646	0.08601386	0.004279572	0.020832047	0.5357004	0.31652352
a24	0.047367822	0.053185206	0.006784409	0.032503735	0.4632117	0.39694723
a46	0.04679331	0.044405617	0.0076802466	0.045628175	0.46387705	0.39161554
a31	0.049474265	0.05051699	0.013796833	0.11727946	0.36130965	0.40762278
a33	0.003401495	0.0067374078	0.0029751002	0.022800423	0.1688196	0.795266
a8	0.00037717973	0.0034137168	0.0023178179	0.022915121	0.68814087	0.28283527
</S>	0.0019495795	0.010467359	0.013868327	0.069092266	0.38054937	0.5240731
