 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.08257101	0.15290928	0.08399398	0.10153301	0.109493226	0.033123694	0.2356738	0.20070201
a31	0.3027125	0.32650045	0.0612673	0.06825607	0.035803597	0.039130814	0.08044659	0.08588267
a7	0.37575933	0.38327944	0.11014227	0.056953304	0.015588091	0.011033088	0.02597727	0.021267157
a31	0.41053542	0.33583573	0.1084217	0.09020916	0.02032218	0.015849842	0.010405507	0.008420527
a21	0.33553723	0.31302455	0.11453452	0.07649701	0.04403731	0.045605097	0.029140187	0.041624114
a31	0.20575295	0.1888154	0.14635567	0.10396311	0.025060242	0.034915183	0.03913878	0.25599864
a11	0.3259008	0.2579755	0.027831085	0.027502429	0.017045245	0.04205383	0.10333642	0.19835477
a31	0.19729914	0.14676031	0.049994335	0.031810306	0.00977138	0.037398342	0.0978587	0.42910755
a46	0.1184662	0.08513187	0.007174195	0.0060300305	0.019053578	0.028614897	0.2598889	0.47564033
a31	0.1275582	0.07102084	0.0132768	0.009663269	0.013691248	0.1050906	0.23625463	0.42344445
a17	0.01740604	0.006114977	0.0024015878	0.0022844803	0.020647708	0.025555795	0.33136606	0.5942233
a20	0.0794051	0.04902996	0.009203138	0.008817339	0.04171379	0.114366025	0.29965052	0.3978142
a31	0.102122	0.05244539	0.014270546	0.022494243	0.05819797	0.19980513	0.2816745	0.26899025
a20	0.004762732	0.003315664	0.0027530305	0.0035952611	0.035316013	0.056898065	0.34977943	0.5435799
</S>	0.01889248	0.013287119	0.011033147	0.01825824	0.112222396	0.07701697	0.31981933	0.4294703
