 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.13358755	0.13121317	0.22802801	0.11692677	0.17366837	0.21657616
a31	0.22955447	0.10146023	0.24736065	0.118649445	0.20533878	0.09763643
a8	0.24756461	0.16293336	0.38634387	0.06561211	0.102439724	0.03510642
a31	0.21644984	0.22401343	0.26869687	0.082837045	0.16737352	0.040629264
a15	0.29061884	0.3414261	0.12828906	0.12220125	0.08269048	0.03477417
a13	0.2178052	0.17584817	0.16751309	0.12642075	0.23338927	0.07902349
a24	0.17239083	0.13208991	0.13081066	0.17584355	0.24419397	0.14467101
a31	0.1585757	0.12903216	0.12774205	0.22757795	0.17247523	0.18459696
a18	0.25625497	0.07581346	0.066278726	0.12993763	0.28725797	0.1844573
a31	0.11241972	0.061686758	0.06121412	0.29672772	0.34184554	0.12610608
a20	0.09840982	0.033522293	0.029283926	0.03763648	0.36804855	0.43309897
a11	0.09285774	0.08294509	0.03603379	0.3405149	0.30661756	0.1410309
a8	0.07331247	0.14088394	0.07068172	0.149766	0.24180062	0.32355523
a31	0.1340307	0.097506784	0.07283499	0.1724894	0.20625265	0.31688544
a8	0.060262367	0.06695367	0.011176057	0.12251957	0.21342698	0.52566135
a31	0.032656208	0.07758822	0.014086445	0.1646835	0.33320525	0.37778035
</S>	0.016516604	0.043873955	0.009663274	0.09952562	0.26866883	0.5617517
