 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.040246364	0.046119522	0.055490077	0.2541623	0.07092182	0.1818265	0.35123345
a31	0.19219464	0.16385454	0.07729534	0.050948426	0.13203256	0.15923737	0.2244371
a37	0.17881763	0.17353563	0.17086528	0.13174033	0.04930715	0.13468874	0.1610452
a31	0.29450214	0.13100457	0.10474919	0.27540842	0.032313805	0.06323533	0.09878654
a13	0.32821468	0.23289056	0.05911726	0.08413464	0.07166397	0.0658773	0.15810163
a31	0.42825696	0.29930487	0.046380784	0.08865188	0.012375502	0.023753101	0.101276964
a43	0.16530947	0.107694566	0.051814497	0.04656971	0.08226047	0.2648586	0.2814927
a31	0.4332691	0.24523583	0.064633876	0.058570884	0.026988136	0.055555034	0.1157472
a20	0.073193334	0.0700054	0.027571341	0.046399686	0.13184941	0.30155748	0.34942335
a31	0.07004294	0.0388108	0.02736672	0.019663438	0.0557012	0.37496346	0.4134514
a11	0.024987908	0.02402016	0.023467777	0.0248131	0.08927442	0.4567349	0.3567018
a31	0.021825757	0.013800602	0.023157876	0.009905143	0.0719686	0.37261155	0.4867305
a30	0.012702083	0.012769946	0.02731639	0.026238786	0.08594398	0.44707093	0.38795787
a31	0.010816316	0.006923551	0.014980153	0.008601705	0.17785256	0.2875751	0.49325058
a42	0.0059295683	0.0061703105	0.016857643	0.024333617	0.15022041	0.3534721	0.44301638
a20	0.007514529	0.007506592	0.018854437	0.009761184	0.1152388	0.39936024	0.44176418
a31	0.0074211746	0.0073077544	0.016052697	0.009160946	0.16931766	0.37394568	0.4167941
a20	0.0028544022	0.0028294558	0.0075545106	0.010532814	0.147487	0.46839547	0.36034635
</S>	0.002176574	0.001858213	0.0055098715	0.0092390515	0.19714129	0.32851714	0.45555782
