 	non	aveva	cosa	a	fare	</S>
a31	0.14392474	0.16412637	0.3304344	0.08172697	0.09603164	0.18375587
a18	0.1460928	0.2540723	0.29000476	0.1465579	0.078881145	0.0843911
a24	0.19220933	0.1739953	0.1626697	0.14101367	0.12228162	0.20783031
a20	0.25130478	0.21654974	0.14025709	0.12630521	0.13280614	0.13277707
a31	0.16054043	0.15853794	0.14922076	0.21659072	0.17171864	0.14339149
a18	0.07085567	0.069396295	0.060244273	0.12478788	0.4810349	0.19368093
a31	0.07886327	0.08512628	0.08234931	0.15823102	0.37212643	0.22330363
a17	0.034809932	0.095058165	0.08114789	0.07895672	0.45606253	0.25396472
a20	0.018239193	0.068699114	0.07784058	0.10784418	0.4882091	0.2391678
a31	0.009473199	0.022758268	0.029887768	0.08979855	0.55906355	0.2890186
</S>	0.0030286235	0.004207204	0.010725434	0.026520414	0.15585604	0.7996623
