 	un	forno	che	fa	buon	pane	</S>
a31	0.4518176	0.1240157	0.09548703	0.049571604	0.06242384	0.092217684	0.12446652
a20	0.20710424	0.1295074	0.13385361	0.16107485	0.20264335	0.10099047	0.064826004
a28	0.17620067	0.0643549	0.15593868	0.36082885	0.0910874	0.08715927	0.06443016
a31	0.22483902	0.05255013	0.12767331	0.11708044	0.09220749	0.22340228	0.1622473
a18	0.19942276	0.09473453	0.10400777	0.18717362	0.05787814	0.22674973	0.13003346
a13	0.17884348	0.08226247	0.17938022	0.22367519	0.055609275	0.16620727	0.11402207
a39	0.19425523	0.06310455	0.19395083	0.20966133	0.06912286	0.15160027	0.11830487
a20	0.17096959	0.07587719	0.16967471	0.19578496	0.101583935	0.1801087	0.106000826
a31	0.15016167	0.13635387	0.12554209	0.14368105	0.14501487	0.18228865	0.11695784
a20	0.12294551	0.0724601	0.12532143	0.14209057	0.061517056	0.3508152	0.12485012
a39	0.09608434	0.05218836	0.06820212	0.09891977	0.08981096	0.34071612	0.2540783
a18	0.0796304	0.0605366	0.08528815	0.21014647	0.05862965	0.30387598	0.20189272
a39	0.098055	0.07638742	0.082097456	0.16879445	0.051527664	0.35970876	0.16342925
a46	0.07554111	0.04322664	0.049040314	0.085607454	0.07280216	0.42536858	0.24841371
a38	0.07216139	0.048376966	0.03159241	0.052387577	0.051698	0.42303962	0.320744
a39	0.05109821	0.022028413	0.034441117	0.047760826	0.07630067	0.4332791	0.33509168
a31	0.050834052	0.023284847	0.03246164	0.04990788	0.073107645	0.4150428	0.35536116
a18	0.058868155	0.02859443	0.033683244	0.17785682	0.012749453	0.22292332	0.46532452
a31	0.0109419245	0.0055438313	0.0077314903	0.052159317	0.0196781	0.45672148	0.44722384
a41	0.03690901	0.012775854	0.010957268	0.028261786	0.022449384	0.09828083	0.7903659
a35	0.0067907735	0.0056748614	0.004876132	0.03213634	0.025678989	0.43209472	0.49274817
a31	0.0027442288	0.0034586065	0.005502923	0.06607874	0.064021155	0.26428944	0.593905
a28	0.015144552	0.023737144	0.03512284	0.07506084	0.11215096	0.31245425	0.4263294
a27	0.0035919012	0.003534039	0.00814789	0.035586495	0.15475252	0.3815922	0.41279492
a13	0.0017527716	0.0064884075	0.017598059	0.13123305	0.07714581	0.30094773	0.46483418
a46	0.0014531466	0.002646504	0.017630346	0.17369984	0.05624151	0.28488958	0.46343905
a24	0.0041503515	0.0020152587	0.015796654	0.06708869	0.057269022	0.32188955	0.53179044
a39	0.0029089076	0.0036706203	0.019516371	0.06359848	0.052881602	0.34723377	0.51019025
a31	0.0078020142	0.0034270538	0.02270081	0.12987444	0.07451987	0.33429667	0.4273792
a11	0.004217074	0.0054128086	0.008083515	0.06559942	0.13612802	0.3840727	0.39648643
a31	0.001987052	0.0042498233	0.021796234	0.16731486	0.09444821	0.3931616	0.31704226
a21	0.0050900094	0.011959279	0.0167746	0.06122692	0.16828375	0.3978939	0.33877152
</S>	0.0020517604	0.009482074	0.034775034	0.13665476	0.14979911	0.3267698	0.34046748
