 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.12285142	0.08259595	0.06911519	0.06534573	0.023082752	0.013208741	0.0129009895	0.015484085	0.019036366	0.036219116	0.06293581	0.08581192	0.39141193
a31	0.11729722	0.1322791	0.11175283	0.066363126	0.020366147	0.034622923	0.08855342	0.096546	0.053984918	0.034423903	0.11270892	0.060997322	0.07010421
a21	0.09354588	0.17190033	0.06887491	0.062255442	0.024218017	0.014167465	0.08087356	0.078763455	0.051110256	0.044691317	0.073789455	0.1421727	0.0936372
a24	0.10533723	0.19744714	0.0419709	0.0141183175	0.021426568	0.0109435525	0.07924485	0.059205174	0.037706498	0.022408092	0.034607053	0.14056054	0.23502412
a31	0.082221076	0.104094	0.11438767	0.052679077	0.044006597	0.018589374	0.037335876	0.035550546	0.021901254	0.0182797	0.021903425	0.22552776	0.22352363
a17	0.020920034	0.10131295	0.039859135	0.027267968	0.040551256	0.017176028	0.07311302	0.2716681	0.2234587	0.023162168	0.009327338	0.039558005	0.112625316
a31	0.026646469	0.078922525	0.048267424	0.033893608	0.042135857	0.02833621	0.056175135	0.1099286	0.07654777	0.025762204	0.045482013	0.13817385	0.2897283
a20	0.012511802	0.034087505	0.03811917	0.021601202	0.052547812	0.014149427	0.025159251	0.28097978	0.16434819	0.014049747	0.04540118	0.08419025	0.21285468
a13	0.0053654304	0.022110557	0.014999764	0.016012058	0.031115437	0.012976588	0.037157983	0.26569062	0.26213172	0.0136735225	0.025299259	0.10852381	0.18494326
a17	0.012727907	0.0291447	0.025087655	0.02287114	0.0317104	0.016108248	0.055959787	0.08828336	0.06887447	0.009219619	0.050742302	0.17559853	0.41367185
a8	0.018703446	0.052160665	0.036902767	0.02667906	0.034646112	0.014490138	0.045988873	0.08325944	0.03862833	0.010662749	0.055544484	0.2536879	0.32864606
a31	0.026017362	0.08554936	0.044872113	0.019497033	0.010068981	0.0057616113	0.036891185	0.12394352	0.033525273	0.0065738354	0.122493096	0.22834636	0.25646025
a39	0.016673326	0.040998545	0.018309204	0.010398612	0.022600058	0.009358795	0.043948013	0.3016632	0.16413341	0.02908212	0.043177184	0.072927415	0.22673014
a31	0.005469301	0.015626222	0.008659001	0.006386056	0.019262122	0.0041410727	0.04297733	0.24148056	0.15862155	0.015396483	0.07057122	0.15627696	0.25513214
a37	0.011518225	0.015186682	0.008366852	0.009329313	0.02296608	0.009225026	0.06556374	0.16111249	0.08553251	0.030712426	0.113334425	0.13332869	0.3338235
a8	0.0052470686	0.00827653	0.006041283	0.0076365834	0.015805067	0.005394371	0.054659475	0.13560688	0.101067685	0.03152905	0.113975614	0.15816979	0.35659057
