 	vuole	vuole	mangiato	caldo	</S>
a37	0.13324487	0.35845798	0.11792598	0.1528841	0.2374871
a31	0.49262467	0.23256843	0.16605143	0.052887365	0.055868205
a41	0.50973177	0.3549169	0.08189314	0.020922147	0.032536015
a31	0.59091175	0.22682934	0.07951744	0.014538905	0.088202536
a11	0.5128504	0.24519198	0.15159534	0.023730861	0.066631354
a20	0.38090098	0.3028438	0.19847314	0.043438517	0.07434349
a31	0.27806467	0.28882995	0.20903395	0.0617717	0.16229974
a18	0.5209987	0.16726646	0.09182792	0.056447994	0.16345881
a31	0.20948586	0.12484393	0.030326828	0.22756056	0.40778282
a20	0.18218356	0.055236492	0.07112632	0.19606228	0.49539134
a21	0.056792594	0.0327634	0.021375572	0.285792	0.60327643
</S>	0.10180772	0.06629938	0.072677515	0.32867432	0.43054113
