 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.13804379	0.12516117	0.1334358	0.12539424	0.15093961	0.056777935	0.085023604	0.18522385
a0	0.050411236	0.055490278	0.06727271	0.038584102	0.5735861	0.09910489	0.06134583	0.05420488
a28	0.09940104	0.08003426	0.13585646	0.121165015	0.28733924	0.09693442	0.13003498	0.04923457
a31	0.21444553	0.16551787	0.08514169	0.12149174	0.10050244	0.034731463	0.10592834	0.17224091
a24	0.23002607	0.21254078	0.082637	0.06499446	0.047451634	0.015577697	0.08347143	0.26330096
a46	0.22070567	0.21313418	0.067941	0.0585873	0.055350486	0.043638606	0.11526031	0.22538239
a31	0.13161206	0.12774003	0.05653034	0.041676085	0.037016198	0.062134314	0.19005017	0.35324076
a24	0.09440209	0.072818816	0.12673593	0.12097141	0.048947662	0.04364994	0.1913876	0.30108657
a31	0.09040145	0.07096329	0.06949141	0.04809625	0.036709722	0.077456735	0.39046937	0.21641175
a20	0.0251642	0.027670624	0.04782454	0.060877882	0.09742137	0.05277571	0.24421385	0.44405183
a29	0.00706895	0.0061893137	0.01401286	0.019078732	0.012864084	0.1001814	0.62529707	0.2153075
a20	0.00732398	0.0060877027	0.008844957	0.015511093	0.0044487603	0.03730648	0.7177902	0.20268685
a29	0.008772316	0.0076182685	0.014658953	0.016025156	0.011860839	0.025239093	0.54367745	0.37214792
a13	0.013649209	0.009596327	0.021732435	0.029878128	0.019483805	0.032417893	0.41722438	0.45601776
a17	0.009985547	0.0058210315	0.016932884	0.033088263	0.019908335	0.05320737	0.41659448	0.44446206
a31	0.0073433374	0.004218895	0.013717944	0.034800377	0.031699706	0.12861472	0.45978883	0.31981623
a44	0.0012396515	0.0010600227	0.0030329393	0.009150313	0.012481032	0.2109257	0.45865995	0.3034504
a8	0.0015021241	0.001369254	0.0023158093	0.006376206	0.048622295	0.24218164	0.44526258	0.25237015
a6	0.0051662764	0.0039675	0.005909906	0.0101418905	0.036307827	0.1658246	0.3555271	0.41715494
</S>	0.008359636	0.0064878524	0.0076926034	0.0070792707	0.02446202	0.06292679	0.25641087	0.62658095
