 	hai	già	mangiato	</S>
a31	0.45782128	0.1286985	0.13693416	0.27654603
a37	0.46228647	0.41733876	0.07596709	0.044407662
a31	0.37136033	0.30376622	0.13241088	0.19246249
a46	0.25292447	0.34088635	0.22092769	0.18526152
a31	0.31292644	0.23286062	0.26436874	0.18984427
a39	0.27241713	0.34617049	0.21171248	0.16969985
a20	0.19406869	0.34458667	0.28975445	0.17159028
a31	0.22093068	0.2600013	0.30037042	0.21869762
a46	0.07689648	0.10419419	0.19876175	0.62014765
a31	0.08350072	0.086829625	0.49845204	0.3312176
a18	0.024001176	0.030668797	0.21139592	0.7339341
a24	0.013680176	0.023503097	0.4377578	0.5250589
a46	0.008838346	0.020341044	0.25708815	0.7137325
</S>	0.007405492	0.028447334	0.23483811	0.729309
