 	la	pasta	vuole	sale	</S>
a31	0.20466857	0.3230288	0.12844484	0.10207353	0.24178416
a15	0.15098485	0.5226974	0.213708	0.061974883	0.05063494
a31	0.34862757	0.28625023	0.1940381	0.0680287	0.103055365
a13	0.34857905	0.29023254	0.11782383	0.114186876	0.12917775
a31	0.19714314	0.32676613	0.12918876	0.23801243	0.10888955
a6	0.08006258	0.69176203	0.09321788	0.0959258	0.039031655
a31	0.07773688	0.48715255	0.1489499	0.1722478	0.11391288
a46	0.13963354	0.37371975	0.107507035	0.10651914	0.2726205
a31	0.050039694	0.30678028	0.06714432	0.34829435	0.22774142
a46	0.06632896	0.112132065	0.06247495	0.17454168	0.58452237
a20	0.01705645	0.062769115	0.027681736	0.6186008	0.27389187
</S>	0.0057910834	0.052312057	0.02009016	0.34141752	0.58038914
