 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.11776429	0.15513323	0.11410858	0.090668395	0.035987336	0.08886514	0.063795716	0.15447697	0.17920038
a16	0.09062474	0.09494722	0.09013703	0.09002079	0.11827747	0.25343215	0.08320843	0.112902306	0.06644984
a31	0.04713712	0.19603184	0.032473143	0.093648426	0.13448247	0.2157341	0.044291228	0.09304607	0.14315562
a24	0.04016682	0.11147774	0.016615152	0.05673954	0.09816827	0.09402477	0.08927936	0.16497047	0.32855788
a28	0.09724703	0.16187966	0.023152478	0.03462363	0.042147845	0.049232535	0.032856636	0.18475012	0.37411007
a31	0.14875454	0.15209246	0.12515229	0.0572349	0.07589386	0.040968277	0.018066663	0.19543107	0.18640588
a41	0.030784266	0.12427917	0.01180499	0.02806722	0.030832028	0.057414215	0.09410921	0.18798614	0.4347228
a31	0.032518473	0.10476594	0.01684521	0.043209393	0.04353445	0.053348362	0.0469087	0.18795463	0.47091487
a28	0.035416637	0.063959844	0.016958475	0.02666948	0.040854756	0.09013272	0.120224044	0.13632527	0.46945885
a20	0.016568072	0.056670684	0.013784624	0.03482296	0.07786403	0.11509619	0.10782256	0.19212882	0.3852421
a46	0.016899234	0.06259069	0.01593252	0.020970006	0.04485149	0.06985778	0.037074696	0.18838681	0.5434368
a11	0.047620337	0.12954117	0.023810219	0.016931677	0.023267524	0.04141208	0.03380323	0.090246856	0.59336686
a46	0.038254295	0.15879013	0.027692903	0.033901434	0.057910807	0.030652583	0.05515022	0.13685979	0.46078786
a31	0.050505787	0.2039949	0.022656364	0.03912934	0.05694643	0.03212597	0.04096013	0.10456742	0.44911367
a17	0.015262354	0.04460404	0.00784127	0.012552489	0.050292656	0.12240412	0.12314811	0.13163018	0.4922648
a31	0.005087869	0.018081686	0.004422568	0.0056524305	0.049194477	0.047098804	0.09427145	0.23707446	0.5391162
a20	0.020286812	0.042417344	0.018556558	0.042646192	0.05351545	0.09480353	0.062106512	0.116089	0.5495786
a31	0.0037744988	0.01372923	0.009013723	0.019423364	0.0655557	0.061601344	0.0688349	0.24332875	0.5147385
a13	0.016734565	0.026051195	0.018433599	0.05168692	0.05196259	0.04541153	0.04788402	0.15631695	0.58551866
a18	0.009627075	0.0136183705	0.014693904	0.027008023	0.05752371	0.031985573	0.08072177	0.16502886	0.5997928
a13	0.002773644	0.013831027	0.01289896	0.025073491	0.0518704	0.11282855	0.17976384	0.14416845	0.45679167
a31	0.0003885463	0.0039443322	0.001538678	0.01664441	0.051909365	0.073626496	0.21955524	0.22840774	0.40398517
a18	0.012207208	0.025743302	0.01887957	0.034035146	0.045730248	0.029245865	0.111313	0.25908417	0.46376145
a3	0.0055655167	0.010028294	0.030525569	0.038593233	0.050680533	0.12983394	0.20844086	0.2182497	0.30808234
a0	0.000620484	0.007011694	0.004454469	0.013065012	0.04508252	0.2447349	0.2850871	0.16987173	0.2300721
a20	0.00061286334	0.005712314	0.0029844132	0.022670839	0.058991954	0.22948806	0.2707738	0.20026135	0.20850438
a31	0.00050500565	0.0044269934	0.0021304907	0.022022288	0.060518555	0.21697438	0.23517242	0.23087671	0.22737311
a13	0.008752722	0.020372594	0.025136573	0.025781581	0.054741565	0.046549793	0.17195432	0.32596788	0.320743
a31	0.0017152448	0.0074161	0.009004787	0.02511549	0.051739488	0.18750632	0.23008421	0.23032294	0.25709543
a20	0.01044483	0.028289098	0.019963829	0.016830433	0.040905345	0.028952671	0.16682228	0.3011063	0.38668513
a13	0.002818927	0.007829459	0.014562339	0.019263146	0.042924818	0.22679837	0.27764702	0.22209284	0.18606304
a20	0.001071656	0.008961161	0.006482474	0.021606883	0.04425277	0.28577495	0.2757067	0.16201858	0.19412482
a31	0.00074836623	0.011683267	0.00672853	0.021120774	0.05025058	0.28374863	0.27627558	0.16211438	0.18732989
a17	0.0077106752	0.021839887	0.02133038	0.016029723	0.039954744	0.040930923	0.21411392	0.3277755	0.31031427
a20	0.0021845426	0.007612049	0.010574292	0.01945174	0.041214254	0.19635738	0.2435295	0.20722292	0.27185336
</S>	0.0010389924	0.010658527	0.0061975783	0.018694734	0.04523485	0.2925595	0.27348548	0.14854623	0.2035841
