 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.16989173	0.113163054	0.1425524	0.10438464	0.03750943	0.06927902	0.13949971	0.22372007
a8	0.19464673	0.135661	0.053168472	0.097490236	0.074199885	0.23281284	0.113308296	0.09871259
a31	0.15211354	0.15168175	0.025551565	0.10922971	0.09169216	0.28263012	0.10906051	0.07804059
a41	0.10930958	0.20679002	0.099188805	0.1458779	0.060149092	0.06857591	0.18284643	0.12726226
a31	0.1227129	0.17810798	0.32531738	0.120072484	0.05980211	0.0074580526	0.07032627	0.116202794
a0	0.12689276	0.2162849	0.14816952	0.15604776	0.100156486	0.06723362	0.05998193	0.12523298
a31	0.08744656	0.16310868	0.13001624	0.11622733	0.10274616	0.084995	0.102731906	0.21272802
a39	0.024290774	0.41597292	0.07896084	0.1135103	0.06581112	0.07521066	0.048700675	0.17754269
a31	0.023979194	0.22934568	0.06436541	0.13485178	0.17629708	0.10667851	0.13286513	0.13161716
a10	0.032932404	0.38604656	0.13804187	0.045132726	0.040147774	0.05570428	0.08836283	0.21363156
a20	0.009765685	0.2722288	0.052604105	0.23182559	0.20344077	0.09388462	0.07385939	0.06239101
a31	0.009394598	0.24936184	0.10358121	0.22416967	0.09206216	0.054726712	0.055716943	0.21098688
a10	0.035044275	0.29801798	0.09987291	0.06077125	0.054194573	0.06932076	0.18372826	0.19905001
a20	0.010570434	0.29955205	0.06820326	0.18721381	0.12416442	0.13684888	0.057026133	0.116421096
a31	0.009568521	0.29054263	0.060866904	0.1897598	0.07084393	0.10702489	0.0734853	0.19790797
a13	0.016862987	0.18050863	0.05477468	0.0717532	0.09194779	0.08541385	0.23666674	0.26207215
a20	0.014581199	0.30761957	0.047528125	0.0760114	0.08351209	0.18896097	0.12210916	0.15967746
a31	0.006808354	0.2567793	0.028585522	0.09148493	0.06947358	0.20744678	0.11301397	0.22640751
a28	0.00635192	0.07113528	0.034717113	0.06448672	0.070088156	0.11647834	0.27667576	0.36006677
a24	0.0076511777	0.12966044	0.019150527	0.033622988	0.03327549	0.096165515	0.33640096	0.34407282
a46	0.0040285755	0.11691328	0.010547715	0.022430012	0.029754952	0.1920053	0.36796165	0.2563585
a39	0.0034130176	0.046208676	0.02000285	0.025947053	0.041262686	0.32969132	0.21655256	0.31692177
a46	0.0056407778	0.033026095	0.07455068	0.05213704	0.035620406	0.09001817	0.27468354	0.4343233
a8	0.010081234	0.018131038	0.076382205	0.04386182	0.021519931	0.020781	0.4222024	0.3870403
</S>	0.010413917	0.019977357	0.060871348	0.038524725	0.011654123	0.02505711	0.2730717	0.56042963
