 	ora	ho	finito	di	scrivere	</S>
a23	0.058181744	0.17344885	0.15595375	0.11170054	0.20776236	0.29295278
a31	0.35064393	0.47473368	0.019493615	0.03646132	0.06459435	0.054073
a28	0.37304774	0.44383958	0.033898216	0.032609746	0.06149958	0.055105124
a31	0.49081835	0.3496436	0.06337562	0.012559461	0.039646797	0.043956157
a41	0.3621551	0.3740732	0.095210716	0.006111751	0.07989336	0.08255595
a21	0.19511496	0.36275193	0.07388212	0.0023330103	0.06937112	0.29654682
a24	0.10412472	0.15987153	0.08945105	0.0028838352	0.1696462	0.47402275
a31	0.16860966	0.23133266	0.07794498	0.0049936706	0.18967074	0.32744828
a39	0.47662187	0.23400585	0.03566832	0.033369735	0.0419678	0.17836641
a31	0.14132252	0.21743421	0.032864623	0.017305674	0.13990417	0.45116878
a28	0.25336656	0.19986285	0.020203691	0.043457035	0.13714984	0.34595993
a31	0.1898862	0.12866499	0.01345677	0.07185148	0.28069508	0.31544548
a20	0.08406499	0.07429565	0.023574121	0.09129946	0.33638114	0.39038464
a37	0.11985084	0.08136471	0.010156759	0.20503643	0.32184255	0.26174867
</S>	0.30957082	0.16127604	0.01797685	0.10753002	0.15893055	0.24471575
