 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	0.11215301	0.05977442	0.026385598	0.014557843	0.054023698	0.018674862	0.029012313	0.07580719	0.11000542	0.4996056
a31	0.1391384	0.07448428	0.039249886	0.050200187	0.14508383	0.10049057	0.091383226	0.10676815	0.11087124	0.14233032
a3	0.20559321	0.13667138	0.029366344	0.028148945	0.14270577	0.0658884	0.059911296	0.09041697	0.09400945	0.14728826
a20	0.36968046	0.3096658	0.08010289	0.04322674	0.028089255	0.029051127	0.005221408	0.025880324	0.050796278	0.058285672
a31	0.12365632	0.251291	0.25481448	0.10973392	0.034544718	0.03425043	0.0009155033	0.0071382015	0.05198272	0.1316727
a24	0.2388058	0.38152924	0.11266037	0.0731735	0.03790673	0.007795248	0.0010860539	0.007902057	0.01618648	0.12295453
a31	0.12408372	0.30888692	0.11286945	0.08188303	0.047435604	0.012564426	0.0007133272	0.0090604145	0.08975219	0.21275093
a17	0.13836506	0.26750118	0.09219842	0.12643911	0.06212048	0.009662228	0.0035357026	0.019217147	0.04898723	0.23197353
a31	0.10430234	0.18194963	0.048012193	0.089892305	0.06146618	0.01159365	0.0010998655	0.028680827	0.12284023	0.3501628
a17	0.11113464	0.17800178	0.09657	0.1500851	0.058867875	0.010357704	0.008012397	0.05231904	0.10960089	0.22505064
a20	0.049495067	0.11339381	0.047045518	0.16123325	0.0886484	0.01646037	0.0030214556	0.042042136	0.15545227	0.3232077
a41	0.067211114	0.11218716	0.03878922	0.099747896	0.12090886	0.032557014	0.0052330764	0.0369448	0.14981584	0.336605
a31	0.05659431	0.11054808	0.03367618	0.049324393	0.10250244	0.016491069	0.0062825507	0.06707417	0.16754326	0.38996357
a17	0.07694074	0.14524591	0.057461917	0.10510168	0.059920914	0.024474874	0.01849525	0.09764186	0.1870053	0.22771147
a31	0.051222038	0.102192216	0.037328582	0.08301121	0.08239046	0.05376246	0.019542683	0.07111563	0.18569966	0.3137351
a24	0.027145436	0.049768556	0.033647485	0.05124113	0.03851329	0.037561372	0.03682898	0.20910376	0.26625177	0.24993822
a31	0.020134723	0.06728435	0.04904506	0.082633615	0.062201146	0.06021652	0.06562555	0.22087424	0.21448809	0.15749672
a32	0.024534466	0.026261933	0.024780404	0.035090882	0.03707402	0.03267405	0.061278682	0.22098505	0.25222418	0.2850963
a31	0.018565372	0.054683957	0.03986276	0.044985298	0.07766443	0.08042626	0.16079505	0.19137213	0.21257377	0.11907101
a20	0.02019717	0.02831084	0.020407718	0.032231417	0.029617917	0.02748619	0.09842306	0.18648435	0.22862671	0.32821465
a31	0.006446677	0.025636183	0.01977468	0.020405896	0.05332606	0.110252336	0.19418842	0.17969748	0.2647329	0.12553942
a46	0.030009856	0.029163156	0.022908002	0.027016053	0.0381026	0.038635917	0.14507937	0.15534428	0.20199065	0.3117501
a33	0.0058884216	0.014767077	0.012827748	0.012685956	0.046921212	0.13714594	0.19832407	0.17289376	0.2612079	0.13733791
</S>	0.008802561	0.008451869	0.007935979	0.008060639	0.08588051	0.11316127	0.21321198	0.20646685	0.20840928	0.13961908
