 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.16000085	0.063746065	0.07369741	0.07403561	0.08264078	0.06781906	0.085281774	0.035194773	0.023027932	0.024602272	0.028388094	0.032864355	0.048814688	0.19988638
a23	0.06840148	0.058120377	0.056920897	0.058259893	0.065601535	0.058479615	0.072886474	0.071523145	0.08194099	0.09960602	0.13651313	0.06741189	0.04470947	0.059625108
a31	0.13835113	0.11718261	0.07884206	0.06446201	0.0958531	0.07761299	0.15358372	0.03052931	0.01330435	0.042569146	0.06738841	0.04779177	0.041229375	0.031300064
a7	0.040751066	0.035172634	0.02375332	0.025612628	0.049531363	0.033519145	0.1032832	0.044603545	0.058852453	0.17195466	0.24142739	0.0810289	0.043072402	0.047437355
a10	0.029640697	0.019234138	0.016823974	0.027397146	0.07523408	0.041517325	0.15898448	0.05562807	0.07498735	0.14036442	0.14307418	0.018955337	0.059103638	0.13905509
a38	0.031763647	0.020521257	0.017683435	0.02646823	0.098300576	0.051825978	0.14088254	0.050972946	0.061662704	0.088989094	0.099543855	0.018294841	0.15985414	0.13323672
a10	0.040820558	0.020616546	0.01796377	0.036329493	0.11559333	0.05835335	0.1416984	0.05286452	0.057178434	0.10569273	0.09973648	0.015411408	0.13507082	0.10267012
a11	0.033707332	0.022295218	0.019776983	0.029950703	0.12332259	0.062313363	0.14367417	0.05200574	0.035323802	0.07132078	0.07684064	0.018877035	0.20776589	0.10282577
a31	0.053356305	0.02032989	0.017032474	0.05064269	0.14197439	0.07390251	0.116226345	0.05443054	0.059550993	0.055759512	0.034377612	0.014867529	0.14831617	0.1592331
a13	0.012836894	0.010373477	0.010383223	0.020067526	0.051905543	0.023794128	0.057777327	0.023827827	0.044943932	0.12534092	0.1785744	0.057203062	0.1519782	0.23099354
a31	0.015771508	0.027589576	0.033494893	0.056742813	0.14326222	0.10609416	0.12705259	0.07314777	0.06036579	0.0736509	0.07049858	0.01272944	0.06956328	0.13003646
a0	0.020969005	0.033391014	0.03233179	0.05563592	0.108436994	0.07669647	0.0591213	0.047486693	0.038362075	0.05134406	0.04801989	0.01574891	0.093713775	0.31874216
a31	0.012215342	0.034805123	0.06589247	0.0707862	0.096190676	0.09121596	0.09457172	0.07818547	0.062056858	0.04918232	0.04362649	0.013646062	0.07704633	0.2105789
a39	0.027805328	0.063323125	0.056000475	0.060399007	0.13665308	0.11215039	0.06975591	0.034706388	0.023723325	0.017887164	0.01470021	0.013287954	0.10150559	0.26810202
a31	0.010062074	0.039653093	0.065322414	0.063320056	0.0725357	0.071804	0.07266489	0.060299944	0.046684314	0.04948455	0.022544814	0.017560849	0.10623183	0.3018315
a17	0.02960445	0.07250478	0.05692549	0.058939658	0.105549686	0.09473268	0.06114675	0.04215239	0.032245662	0.026007524	0.018446963	0.025657639	0.15616418	0.21992214
a20	0.010060446	0.05464868	0.06625879	0.06577639	0.06822459	0.0689802	0.06657791	0.044451375	0.034868073	0.047837287	0.013100731	0.0271643	0.09496319	0.33708805
a21	0.009715232	0.055733066	0.059546433	0.05189376	0.06636322	0.06412557	0.07701734	0.049965583	0.034654997	0.039903186	0.028921371	0.019073652	0.0796469	0.36343968
a31	0.010021724	0.06667141	0.07931337	0.044938724	0.09851263	0.094911	0.116794676	0.056059558	0.020980643	0.022679865	0.01730642	0.030649494	0.111540124	0.22962034
a18	0.020782953	0.053894036	0.055014472	0.05650146	0.06362699	0.062315937	0.049516886	0.04109398	0.038659453	0.04305019	0.024986539	0.058962937	0.15907972	0.27251446
a46	0.010339707	0.055798355	0.049945038	0.03405147	0.04660429	0.04476754	0.0478621	0.023656035	0.020338982	0.022335323	0.010807738	0.03194867	0.18046825	0.42107657
a31	0.012473147	0.077825375	0.07115292	0.039279632	0.07071272	0.06764346	0.07405994	0.03636521	0.023700943	0.014919703	0.011742632	0.046688136	0.15186135	0.30157483
a38	0.015579036	0.04056363	0.055629607	0.06152299	0.041678436	0.04840124	0.037305437	0.03649458	0.05188825	0.046814397	0.016882898	0.067340836	0.17049074	0.3094079
a3	0.0077344156	0.055686116	0.029671114	0.023175608	0.026132286	0.02613145	0.026416877	0.018437993	0.01992459	0.02558997	0.011921393	0.050376836	0.29273644	0.38606498
a21	0.007646621	0.09208124	0.046293445	0.023255022	0.035178117	0.033260506	0.03781593	0.019189723	0.018450342	0.019434635	0.027025234	0.11979316	0.27629465	0.24428141
a8	0.0042055976	0.034272	0.038223688	0.022942925	0.04218269	0.042469252	0.03649292	0.048758596	0.03265696	0.02573474	0.030251004	0.1257725	0.289847	0.22619009
a28	0.011567524	0.012541621	0.014208138	0.020603873	0.051394925	0.038548622	0.044973392	0.027047172	0.011949726	0.012432767	0.013092764	0.073406085	0.39993614	0.2682972
a31	0.011651731	0.013973111	0.0126932375	0.012316757	0.02733814	0.019616816	0.040985413	0.0445457	0.016588498	0.024834864	0.026497912	0.03711473	0.38607317	0.32576987
a28	0.005545657	0.0101342555	0.013173627	0.017819272	0.017614119	0.017890388	0.011474937	0.012328626	0.012035131	0.016527224	0.014549159	0.03464104	0.35088396	0.46538267
a31	0.0015262878	0.0052307546	0.0053817737	0.0062022456	0.007019153	0.0069080014	0.008037475	0.008380096	0.011901132	0.01312192	0.011848577	0.09697167	0.3923921	0.42507875
a3	0.014115424	0.0134572415	0.048338898	0.03880843	0.019316997	0.02796625	0.026389953	0.027533298	0.02223648	0.013459607	0.008902115	0.056817062	0.13983227	0.54282594
a30	0.0038586948	0.023833482	0.015426359	0.01135316	0.0097345915	0.010349587	0.010660068	0.009582832	0.019680118	0.026531788	0.025086544	0.18195505	0.3065474	0.3454002
a35	0.0008766412	0.013864154	0.006290233	0.0060651745	0.0054368246	0.0057962416	0.009238724	0.009367405	0.024612173	0.06262983	0.10018387	0.25456327	0.25392216	0.2471533
a8	0.0020138233	0.011383304	0.011227575	0.016843025	0.024306735	0.0242921	0.029620355	0.02958556	0.03377134	0.053296283	0.06271429	0.280724	0.19801232	0.22220924
a31	0.0097913565	0.0064165047	0.009661697	0.014237592	0.03666274	0.028741663	0.034797255	0.03743184	0.026883265	0.019845435	0.015935669	0.019183164	0.24864513	0.49176666
a0	0.011090839	0.011523757	0.02285151	0.028305203	0.018073922	0.024521565	0.013192144	0.013880089	0.013747713	0.01057493	0.010204565	0.044114307	0.2602863	0.51763314
a46	0.003975124	0.0037886072	0.010121295	0.009589374	0.0058972305	0.007811403	0.008615437	0.009315846	0.011811416	0.008410589	0.008485621	0.08566065	0.24878268	0.5777347
a20	0.0022050391	0.002894871	0.004089185	0.008464968	0.008118849	0.008943654	0.010786647	0.011211531	0.016045509	0.018101951	0.016039059	0.17507155	0.2961978	0.42182937
a31	0.0044918004	0.005131903	0.0037594356	0.009009031	0.023024185	0.014232846	0.014063595	0.014500306	0.017337121	0.027442891	0.029122394	0.13071044	0.33530283	0.37187123
a46	0.006091175	0.0060654636	0.018307006	0.018875735	0.0076895677	0.014266995	0.01097506	0.01235806	0.008523313	0.004546595	0.0043470515	0.0690676	0.31773245	0.50115395
a20	0.0019814984	0.003112083	0.00871411	0.009464131	0.004694928	0.007860527	0.012816068	0.012866122	0.014470615	0.010542637	0.008642285	0.12794128	0.26864925	0.50824445
a31	0.002573539	0.004662907	0.0041773138	0.011995408	0.011750549	0.011810227	0.008034237	0.008991698	0.013445114	0.020005029	0.028123334	0.14433981	0.30987215	0.42021874
a37	0.0053967466	0.008294279	0.023099847	0.024084017	0.008618113	0.01936828	0.0169079	0.018593017	0.013318939	0.0058351965	0.0053946986	0.09647791	0.33420354	0.4204075
a31	0.0031751893	0.006772167	0.015644839	0.010779178	0.005642854	0.009459955	0.016823104	0.017210713	0.01806751	0.0153565155	0.021251492	0.122853294	0.23838267	0.49858057
a21	0.008692728	0.022241378	0.048658233	0.05062235	0.031397477	0.04827008	0.044598397	0.046300706	0.040373266	0.023517737	0.01906133	0.104645796	0.209911	0.30170956
a31	0.0038244673	0.012373406	0.01524421	0.010766699	0.0038544447	0.007414872	0.013623604	0.014115693	0.020972168	0.018986773	0.022839874	0.13353881	0.25239718	0.47004783
a33	0.017095674	0.03090725	0.062663734	0.06320044	0.04145735	0.0601211	0.058650125	0.060057465	0.056028735	0.039631832	0.030560726	0.12224519	0.14881168	0.20856872
a46	0.012244688	0.015767928	0.020354819	0.016815547	0.0048707933	0.0094309775	0.014251958	0.021609675	0.025170323	0.016479861	0.017763648	0.1826087	0.26782924	0.3748018
a23	0.009627505	0.017789207	0.020881044	0.016070677	0.0061467076	0.010118776	0.018400837	0.02892686	0.027178185	0.020236434	0.025730152	0.14725044	0.24087751	0.4107657
</S>	0.008334189	0.018656997	0.019329024	0.016831921	0.0110813165	0.01334516	0.017657695	0.027589463	0.02966335	0.028240664	0.038611945	0.15650201	0.20865597	0.4055003
