 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.042783134	0.13570149	0.17958342	0.13885243	0.060461707	0.009078849	0.01452404	0.00999537	0.009980351	0.01252685	0.11764947	0.112964675	0.15589824
a39	0.015722783	0.021584947	0.07079868	0.07807931	0.14955121	0.075732276	0.096473284	0.08873747	0.05950116	0.027376387	0.035322115	0.20046608	0.0806543
a31	0.020376747	0.03642994	0.07919397	0.08761056	0.09078373	0.08563907	0.053042717	0.11210054	0.04730086	0.008848738	0.051596187	0.248376	0.07870091
a18	0.012380966	0.015487252	0.051825847	0.05488032	0.07101169	0.10998904	0.121406175	0.14213933	0.12231829	0.03943283	0.025163239	0.16493395	0.06903101
a37	0.01839278	0.032802008	0.044721693	0.04254123	0.037576642	0.038897034	0.0602812	0.06232103	0.07665092	0.033484902	0.048637457	0.15603495	0.34765816
a11	0.033208143	0.09406732	0.07222014	0.068738714	0.034929875	0.016056001	0.01276585	0.04243529	0.01892634	0.009779547	0.036199756	0.14939776	0.41127527
a18	0.054515686	0.14201649	0.09851822	0.09476541	0.032634705	0.012016174	0.016847415	0.03151568	0.021408878	0.009185635	0.03929478	0.20093957	0.24634144
a31	0.053558934	0.1406837	0.088582605	0.08390024	0.04008164	0.015280759	0.017219212	0.033682432	0.01881579	0.0133849	0.03960163	0.1940672	0.26114097
a18	0.06549651	0.20112148	0.06431691	0.0629489	0.052139692	0.037862655	0.10399442	0.09672515	0.12263816	0.069794804	0.009317365	0.037000682	0.07664325
a46	0.04732468	0.13751541	0.06087586	0.059930682	0.053919405	0.04222621	0.042203568	0.08265416	0.052747216	0.02727214	0.027206596	0.15981756	0.20630649
a31	0.03574006	0.10356947	0.06896928	0.06764084	0.0501866	0.027114533	0.024913954	0.06310687	0.026617417	0.015372704	0.034913704	0.14669667	0.3351579
a46	0.079943955	0.065894805	0.07019425	0.064916424	0.042329606	0.034974195	0.10426587	0.11596726	0.16912575	0.11292269	0.010732687	0.022109792	0.10662272
a31	0.044555236	0.04654582	0.049605038	0.047360566	0.03484912	0.030540291	0.07075554	0.098553635	0.113047786	0.08415963	0.022498991	0.08142261	0.27610576
a15	0.07419872	0.030880572	0.051537488	0.04537653	0.04605764	0.05912049	0.08735991	0.09567029	0.12858002	0.11721722	0.019846706	0.04443743	0.19971697
