 	deve	che	entra	da	qui	</S>
a31	0.28080088	0.27665454	0.0593094	0.10195192	0.1339865	0.1472968
a21	0.1535601	0.4094341	0.22609296	0.10812904	0.07361648	0.029167373
a31	0.33365497	0.21074283	0.11297791	0.16074516	0.14341374	0.038465425
a20	0.23420313	0.19273798	0.14669164	0.25067478	0.15299429	0.022698166
a11	0.10274651	0.10545435	0.15730491	0.25481966	0.31373194	0.0659426
a31	0.085098155	0.08526138	0.12430789	0.32816553	0.30472535	0.07244173
a37	0.093210496	0.16166936	0.23334134	0.14205724	0.23871242	0.13100916
a31	0.08411859	0.10827716	0.21528335	0.36656088	0.14953142	0.07622861
a8	0.023276513	0.098365955	0.06467251	0.07518425	0.4427693	0.29573143
a31	0.016212532	0.095579304	0.12849593	0.22729547	0.38100755	0.15140931
a46	0.0078899795	0.02417931	0.02069622	0.037710797	0.2317672	0.6777565
a31	0.0064537358	0.030041302	0.06242898	0.14802888	0.43585366	0.31719342
</S>	0.0022145265	0.0035613582	0.0072240205	0.043915357	0.17834339	0.76474136
