 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.08691926	0.1659852	0.084617525	0.08661472	0.018429052	0.016531082	0.06407707	0.14968994	0.32713616
a8	0.04419517	0.045736816	0.0672404	0.044810064	0.045115896	0.033188455	0.07523002	0.3078717	0.3366115
a31	0.15929164	0.08755614	0.09341637	0.05695563	0.015140746	0.012453794	0.10679181	0.34440157	0.12399234
a29	0.07313813	0.025259804	0.07169736	0.024248429	0.030474776	0.013335298	0.087819755	0.4718958	0.20213062
a11	0.044886403	0.010755931	0.03595034	0.01272664	0.050832663	0.009032576	0.016267898	0.48921394	0.33033365
a31	0.03278351	0.009090034	0.02238061	0.017442567	0.059667356	0.013755145	0.012239736	0.572537	0.26010415
a17	0.040644344	0.033445988	0.06014239	0.04805635	0.11857656	0.024843581	0.03918736	0.15112843	0.483975
a21	0.015418092	0.013520816	0.04084234	0.03508885	0.070848376	0.015784154	0.018447166	0.28773928	0.5023109
a24	0.0155769335	0.009351351	0.02524077	0.018198298	0.03751173	0.007609	0.011387401	0.5494258	0.3256987
a31	0.035877947	0.017261913	0.05510942	0.022974124	0.034702897	0.0058417814	0.012541001	0.44993895	0.36575195
a18	0.04138358	0.030238315	0.032171797	0.03601458	0.08374806	0.038181674	0.08431234	0.2263085	0.42764118
a31	0.018595986	0.012817295	0.017795442	0.024939274	0.050458487	0.039609976	0.077935874	0.48539352	0.27245414
a8	0.01747063	0.018267717	0.026884079	0.025198279	0.0848192	0.038528312	0.037983507	0.2038082	0.5470401
a31	0.013135365	0.012909516	0.020278243	0.022582117	0.07078024	0.038400225	0.07912642	0.37133658	0.37145126
a11	0.009545386	0.017974682	0.0174633	0.02347203	0.054164264	0.046654694	0.077690236	0.30516067	0.44787478
a31	0.010169663	0.013536923	0.030971738	0.020613264	0.03213106	0.02206952	0.07149244	0.27515534	0.5238601
a8	0.013303482	0.033650476	0.03474273	0.031603854	0.03640938	0.033007044	0.10071812	0.2684373	0.4481276
a24	0.0058738124	0.0085775945	0.014835021	0.009622927	0.014100716	0.022926345	0.12074843	0.3604206	0.44289455
a31	0.010331962	0.013714621	0.016169649	0.0139079755	0.017696816	0.03347542	0.124903075	0.42957366	0.3402268
a37	0.010718637	0.015356006	0.026867291	0.027365774	0.029535426	0.032443594	0.15187575	0.35824737	0.34759015
a31	0.018626695	0.025237828	0.018311372	0.015683882	0.018159624	0.035938255	0.13036114	0.4548012	0.28287998
a28	0.02486463	0.051531926	0.024489589	0.024063902	0.025913067	0.03659005	0.20365714	0.30044025	0.3084494
a31	0.017090717	0.026257131	0.015602571	0.014585257	0.019850586	0.03974936	0.16074535	0.4563998	0.2497193
</S>	0.023121044	0.051025413	0.022171438	0.02175726	0.025098601	0.044248886	0.23489366	0.29563406	0.2820496
