 	il	muro	vuole	uno	specchio	</S>
a46	0.09779016	0.129734	0.19399965	0.15087904	0.27907	0.14852719
a31	0.2820021	0.18485475	0.058273192	0.09664542	0.1744344	0.20379014
a24	0.35655493	0.24552125	0.040808495	0.05429627	0.14831284	0.15450619
a37	0.36043212	0.2526066	0.19333209	0.020660622	0.105805896	0.06716257
a18	0.3115469	0.29645115	0.18531337	0.009423006	0.04240399	0.15486155
a20	0.25600758	0.24471328	0.19580165	0.008515549	0.074991725	0.21997023
a41	0.12406972	0.10855806	0.07933801	0.013851103	0.21559758	0.45858547
a31	0.14738049	0.12973516	0.09559915	0.008069828	0.2049826	0.41423276
a11	0.40003988	0.32768074	0.0684873	0.017563548	0.052079324	0.13414922
a31	0.17182745	0.1259407	0.053240873	0.018977482	0.1502952	0.47971827
</S>	0.062234268	0.049716536	0.01262073	0.01989314	0.061868083	0.79366726
