 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.1602776	0.19860141	0.115306616	0.07254033	0.060942914	0.04332169	0.030459879	0.03715516	0.063056014	0.21833842
a39	0.091142826	0.12548244	0.09085651	0.08103383	0.10382189	0.08942423	0.14487144	0.14997019	0.058693156	0.06470345
a31	0.16520901	0.1290192	0.102796905	0.08267366	0.15792134	0.10825982	0.103149906	0.037120573	0.039526917	0.07432262
a14	0.07112103	0.07365136	0.073091134	0.09716594	0.19663362	0.13075009	0.14458895	0.054674067	0.035284825	0.12303898
a41	0.040310923	0.043462925	0.06347017	0.1351367	0.14869416	0.093293935	0.10932308	0.075128935	0.08187463	0.20930459
a33	0.0530417	0.05423663	0.063829765	0.10583007	0.15038393	0.08216341	0.12953992	0.048880104	0.096568406	0.21552609
a20	0.11434462	0.112771116	0.09790931	0.088447146	0.09784395	0.089052804	0.031981193	0.027875204	0.13115625	0.20861845
a31	0.09197008	0.15972777	0.13753255	0.068579905	0.14799479	0.13470855	0.08397591	0.0331083	0.07911428	0.06328789
a10	0.017156899	0.03683779	0.047244597	0.045218047	0.094762236	0.048388187	0.046483293	0.101102985	0.14663397	0.41617197
a31	0.018556656	0.028420981	0.06361051	0.07878068	0.16872326	0.043281976	0.06175054	0.06801405	0.14913695	0.3197244
a46	0.004389906	0.03601395	0.037933838	0.025719075	0.119490914	0.052126456	0.06375391	0.093108065	0.27345467	0.2940092
a31	0.0042668595	0.024063066	0.04237662	0.038661294	0.12612018	0.036748067	0.06715894	0.05803224	0.3676003	0.2349724
a39	0.005830671	0.024716567	0.03397364	0.045155767	0.10208208	0.02884156	0.050092768	0.031896386	0.26539797	0.41201258
a28	0.002561184	0.031737003	0.038882904	0.039638214	0.15067908	0.047875807	0.05758708	0.091002785	0.32154348	0.21849246
a21	0.002988564	0.017264575	0.027982257	0.05495354	0.14144967	0.039650403	0.06277754	0.054805562	0.2983204	0.29980746
a24	0.0034112872	0.015662448	0.022984598	0.04345898	0.14477043	0.044862628	0.045437474	0.032327596	0.25446862	0.39261597
a46	0.0058185584	0.02149139	0.030535433	0.02637774	0.13093728	0.031651698	0.04517013	0.023528924	0.230009	0.45447978
