 	voglio	che	Maria	che	venga	domani	</S>
a8	0.08152845	0.09141993	0.097666495	0.13363458	0.057558674	0.062084366	0.47610748
a31	0.12869678	0.3453999	0.2779215	0.08344923	0.02401537	0.060929965	0.07958724
a8	0.15744682	0.34268963	0.3208726	0.08284837	0.012675592	0.030104635	0.053362284
a31	0.19116323	0.26075006	0.28490114	0.11931033	0.02192634	0.042035777	0.07991316
a24	0.37071154	0.28663358	0.13726692	0.11823285	0.016042722	0.025283638	0.04582869
a31	0.39557093	0.28683192	0.17294326	0.10518679	0.017038781	0.007250313	0.015178024
a46	0.3290267	0.44245982	0.11675119	0.061779626	0.008312618	0.019747928	0.021921983
a31	0.23155966	0.41490257	0.099239156	0.0647137	0.008233329	0.015829924	0.16552156
a29	0.13598245	0.40210044	0.09808103	0.048002664	0.014404152	0.08235117	0.2190781
a20	0.14031419	0.45724925	0.11693328	0.07356074	0.007148401	0.036602683	0.16819145
a0	0.12729849	0.34210318	0.0787182	0.085712425	0.013363276	0.08034669	0.2724578
a31	0.17281947	0.17086457	0.095492534	0.094867244	0.019241909	0.12795562	0.3187587
a23	0.104662575	0.39807847	0.05811893	0.021075567	0.023060232	0.11486759	0.28013667
a31	0.05644454	0.30721456	0.08379654	0.02826617	0.06376363	0.15201245	0.3085021
a18	0.02416021	0.04385381	0.013324418	0.013825257	0.030849056	0.15006979	0.7239175
a37	0.025539754	0.033357915	0.0099599	0.013032605	0.07020823	0.39288694	0.45501465
a31	0.040854283	0.2038163	0.066751294	0.027908135	0.11804771	0.27447313	0.2681491
a20	0.003328232	0.00383204	0.004455547	0.02080597	0.07869134	0.26258662	0.6263003
a31	0.021442913	0.05267829	0.019086592	0.021716526	0.18800299	0.35992673	0.33714592
</S>	0.0037701686	0.0064284434	0.0134848	0.04112755	0.10059227	0.28439185	0.5502049
