 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.10909471	0.087181985	0.06875534	0.030567912	0.09706431	0.34056357	0.26677224
a46	0.16306302	0.30076686	0.054367118	0.028889647	0.3673412	0.043119434	0.042452782
a31	0.17521279	0.2698662	0.09735303	0.042318158	0.14985004	0.10967456	0.15572514
a17	0.08555927	0.29870087	0.090854414	0.117042415	0.058890004	0.11265228	0.23630072
a37	0.12237967	0.23624086	0.12002173	0.13816945	0.099927776	0.08937203	0.19388844
a31	0.1064813	0.1280296	0.17108458	0.13284996	0.14107975	0.10001072	0.22046411
a39	0.080789424	0.12671216	0.100630246	0.035456467	0.027684905	0.04683705	0.58188975
a31	0.056700163	0.11098991	0.117539495	0.0739031	0.037461743	0.04105975	0.5623458
a37	0.06486217	0.44634074	0.029274298	0.05548797	0.028912315	0.08579385	0.28932878
a31	0.053158294	0.25553292	0.046427567	0.07804973	0.03761111	0.049547598	0.4796728
a46	0.017254727	0.23932359	0.041105215	0.088064864	0.04320893	0.2616942	0.3093485
a31	0.009583042	0.14020711	0.02249074	0.10677647	0.044714935	0.049939103	0.6262886
a46	0.005944408	0.031772926	0.023118703	0.046079252	0.04636819	0.41344005	0.43327647
</S>	0.0017523785	0.019049909	0.010785764	0.026478112	0.017007995	0.06426602	0.86065984
