 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.27695945	0.2261142	0.06545569	0.040697843	0.06140079	0.11510114	0.2142709
a20	0.119049825	0.09144226	0.108086176	0.09536381	0.040535763	0.37902573	0.16649641
a17	0.12991808	0.09952843	0.13808078	0.02185137	0.018068146	0.44919583	0.14335744
a31	0.38726166	0.28750774	0.04569994	0.009014084	0.021884847	0.20078304	0.0478487
a39	0.2247336	0.2102739	0.117583066	0.03157951	0.016767612	0.21653186	0.18253046
a31	0.2266601	0.26866904	0.10439184	0.012510519	0.0074686836	0.15867181	0.22162798
a20	0.16310123	0.20693429	0.20127816	0.050731644	0.026293192	0.13067013	0.22099134
a31	0.08265435	0.12459878	0.06307581	0.007457168	0.0077554034	0.15109465	0.56336385
a13	0.14326465	0.22230533	0.19857886	0.065585464	0.039098427	0.119606465	0.21156083
a24	0.05234961	0.098507516	0.07364228	0.015996175	0.014751194	0.18765354	0.5570997
a46	0.058579843	0.06624998	0.051913578	0.0031360022	0.006771382	0.30770555	0.50564367
a31	0.06344414	0.09583888	0.05673327	0.0025703593	0.011067899	0.28246528	0.48788017
a20	0.2298462	0.32775941	0.09989289	0.08612156	0.040140297	0.05613001	0.16010968
a31	0.03426116	0.08077152	0.03097823	0.013154004	0.019739984	0.1736082	0.64748687
a18	0.13331968	0.15105766	0.066108964	0.07551206	0.08770158	0.056805544	0.42949456
a20	0.030347237	0.078714415	0.033436432	0.029665627	0.05304498	0.25014102	0.5246503
a31	0.02172554	0.068717	0.02741632	0.026231807	0.09379479	0.2976238	0.46449068
a11	0.037877455	0.06253013	0.034610387	0.06110959	0.073899895	0.06924487	0.6607277
a31	0.017197868	0.03381772	0.018630132	0.030395504	0.088629544	0.2429478	0.5683814
a28	0.016888957	0.07011124	0.0103091905	0.057086226	0.05600237	0.106359385	0.6832427
a41	0.014189629	0.039553683	0.00886715	0.050068524	0.11632246	0.28103605	0.48996246
a8	0.0121454075	0.023155805	0.012873844	0.08434219	0.2071305	0.189237	0.47111523
a33	0.007691268	0.02545198	0.024272747	0.15194568	0.24027987	0.24466096	0.30569747
</S>	0.009647048	0.016062971	0.013744519	0.03672302	0.10592203	0.36130956	0.45659086
