 	è	che	è	entrato	da	qui	</S>
a31	0.13420022	0.08775235	0.2761516	0.36668798	0.039324656	0.04113938	0.054743867
a7	0.15189391	0.16687539	0.10173973	0.21387407	0.20252512	0.12024825	0.042843513
a18	0.14065142	0.13974065	0.13003114	0.16630836	0.10440383	0.2082074	0.11065719
a31	0.15447015	0.15391104	0.14667325	0.16562992	0.13337912	0.168527	0.07740953
a46	0.052492913	0.051756598	0.04781558	0.052828945	0.11284077	0.4857919	0.1964733
a31	0.08288285	0.08291929	0.073026665	0.08357598	0.15421061	0.45635197	0.06703259
a39	0.07706774	0.08336993	0.034162205	0.09935558	0.17041585	0.2967739	0.23885478
a28	0.05118473	0.05303556	0.022014922	0.052839868	0.14679056	0.27988562	0.39424875
a31	0.050168514	0.054770958	0.022624407	0.061967738	0.18258883	0.36299813	0.26488146
</S>	0.0061128703	0.0058001694	0.0045697787	0.009006683	0.016165836	0.14971274	0.8086319
