 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
a31	0.27953103	0.06804477	0.09534291	0.07600434	0.02764486	0.045878746	0.053767484	0.10246805	0.2513178
a1	0.04497071	0.03114874	0.039230313	0.03585629	0.03557346	0.25909328	0.15265185	0.2063288	0.19514656
a20	0.06665479	0.032184	0.20938475	0.1992135	0.014634411	0.07989457	0.037342627	0.25467727	0.10601408
a31	0.18005276	0.058861084	0.21879515	0.13513796	0.006879567	0.037065543	0.035394445	0.19243497	0.13537858
a13	0.086393	0.054056615	0.20531543	0.19412786	0.052653994	0.05934634	0.062521845	0.042883314	0.24270163
a17	0.0802857	0.034260474	0.21816033	0.15016271	0.02530835	0.03809303	0.041311152	0.06964954	0.3427687
a29	0.06575575	0.04710916	0.11147536	0.08650606	0.02817723	0.020542314	0.02894784	0.18468282	0.42680347
a18	0.046739426	0.04788613	0.05866931	0.06250388	0.03184136	0.01608557	0.040398173	0.23417267	0.46170342
a31	0.051268212	0.081263915	0.052993923	0.097565725	0.047514886	0.017071266	0.05728186	0.20873064	0.3863096
a13	0.096321926	0.039732657	0.3215606	0.27547446	0.023592958	0.020970909	0.018126562	0.016571537	0.18764845
a18	0.044500925	0.045746464	0.14676541	0.29863134	0.029441169	0.028277028	0.042131342	0.042232003	0.32227433
a31	0.048508134	0.043509033	0.14396662	0.23841564	0.023967493	0.03222853	0.05350416	0.07124792	0.34465253
a3	0.029051425	0.03987509	0.25267598	0.2997299	0.014117476	0.013619356	0.01467258	0.022652261	0.31360596
a31	0.021226974	0.042970013	0.12017232	0.27551898	0.017363425	0.053376865	0.04715341	0.06540015	0.3568178
a46	0.019074969	0.06983578	0.02620763	0.06166531	0.0414133	0.047295906	0.054030824	0.10758569	0.5728906
a31	0.017962102	0.059457786	0.062189862	0.11351924	0.017722545	0.05659609	0.09973954	0.11268643	0.46012637
a20	0.025875054	0.058978964	0.037009794	0.05533783	0.039953675	0.04699338	0.08095923	0.15182401	0.50306803
a17	0.015239217	0.036108304	0.08883399	0.07659029	0.010237495	0.049744148	0.10379947	0.1678014	0.45164576
a20	0.014693165	0.03966069	0.043083183	0.06752929	0.014524069	0.12893339	0.15034047	0.18805532	0.35318044
a31	0.012943838	0.020320913	0.06186678	0.07492123	0.006631868	0.063128605	0.13934605	0.11079679	0.5100439
a8	0.012728358	0.017938964	0.034086607	0.02453882	0.018416135	0.04746062	0.08981744	0.28274423	0.47226876
a31	0.0022777584	0.009123084	0.020091252	0.008856165	0.01184796	0.03367374	0.50358367	0.24745633	0.16308999
a1	0.020486848	0.013984446	0.03151383	0.022063645	0.025984693	0.055706907	0.07422031	0.3514287	0.40461063
a46	0.011190295	0.008171104	0.010817503	0.008700561	0.02567913	0.0485763	0.1491304	0.398508	0.33922663
a31	0.0043777656	0.0062917387	0.012548506	0.0077063683	0.013056995	0.027476547	0.29445636	0.33510497	0.29898077
a17	0.043693338	0.01611693	0.02580883	0.023741884	0.057736937	0.055789318	0.06020911	0.39854184	0.31836185
a23	0.01923054	0.0088521475	0.012633636	0.008251988	0.056851942	0.055760305	0.16819075	0.3392712	0.33095753
a8	0.010457325	0.0083418405	0.011969344	0.02061911	0.021082155	0.051991414	0.28129312	0.315304	0.27894166
a31	0.0067486535	0.010873119	0.017217088	0.02238843	0.028608529	0.073191635	0.37236565	0.2783243	0.19028266
a8	0.020124197	0.009487329	0.017438091	0.014335996	0.041986793	0.033188935	0.0838787	0.4900505	0.2895095
a23	0.010654069	0.008360234	0.010667827	0.0139298905	0.053918697	0.047228232	0.20145297	0.35901812	0.29476994
a8	0.007989445	0.011291598	0.015078358	0.015151603	0.032849837	0.05416432	0.30968818	0.31457466	0.23921196
a23	0.0037562435	0.008072822	0.020146472	0.009765433	0.022744741	0.060718246	0.49960032	0.20461951	0.17057621
a8	0.0036143186	0.0059261564	0.012720327	0.0072595114	0.014884122	0.06464745	0.49911833	0.18889822	0.20293155
a31	0.0041052843	0.0057716356	0.008582008	0.008931702	0.010459762	0.07091397	0.34344846	0.24921557	0.29857165
a28	0.016443307	0.009761236	0.024831684	0.017854592	0.02388119	0.036767125	0.069945194	0.42588153	0.37463418
a24	0.0124757355	0.0070194104	0.008997827	0.008644125	0.02832958	0.05597197	0.10980491	0.3832525	0.38550398
a8	0.0074446667	0.0063959933	0.010630145	0.010723958	0.018850375	0.05253613	0.1652885	0.35039175	0.37773848
a31	0.0023566752	0.0067223846	0.02042273	0.020007024	0.013671358	0.07042266	0.40519425	0.27100614	0.19019683
a20	0.029733855	0.011355777	0.017659722	0.016524745	0.04438828	0.04823624	0.078216724	0.46555766	0.28832698
a31	0.0145815695	0.0068336246	0.011634821	0.008759784	0.034299027	0.050568346	0.20249109	0.3302558	0.34057596
a17	0.039456103	0.012378487	0.021629969	0.017758409	0.081315726	0.064934686	0.075743325	0.41812402	0.2686593
</S>	0.02228733	0.008356152	0.013390991	0.010131993	0.0570698	0.055283442	0.17584094	0.3195758	0.33806357
