 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.121513724	0.079481855	0.051602867	0.013081485	0.015050485	0.049185023	0.012836232	0.045799945	0.3557863	0.25566205
a31	0.27911595	0.16096453	0.045851935	0.03415471	0.035359632	0.05005203	0.10529049	0.08660292	0.11157342	0.0910344
a28	0.35564736	0.19934724	0.036503244	0.025312252	0.025270654	0.041587785	0.114949405	0.054954614	0.08612394	0.060303546
a31	0.3279607	0.26661775	0.0903412	0.036650278	0.0661911	0.119879544	0.03567802	0.024636852	0.019448116	0.012596345
a29	0.19804314	0.27155373	0.08557757	0.16736335	0.13819546	0.063097455	0.038985617	0.0020072795	0.018576434	0.01659999
a39	0.11483804	0.22591849	0.11593626	0.17759027	0.15066852	0.05208099	0.054374438	0.0014139281	0.020688502	0.08649054
a31	0.0876775	0.13628054	0.09543412	0.1432003	0.17102244	0.090668365	0.08882395	0.01211508	0.08904591	0.085731834
a39	0.15982758	0.2023259	0.09811997	0.16399983	0.16380051	0.06335625	0.021309609	0.0091348225	0.044409033	0.07371653
a41	0.08857364	0.14366235	0.04894064	0.15825486	0.19800562	0.06539018	0.067636214	0.005616892	0.061114486	0.16280515
a10	0.051120367	0.092933476	0.048568312	0.13594905	0.17370366	0.06802073	0.1447638	0.021059992	0.09887108	0.16500956
a31	0.05407701	0.10619623	0.065522276	0.089603305	0.1603021	0.056458414	0.12755127	0.015927454	0.09421014	0.23015179
a18	0.2625756	0.17707537	0.0661999	0.11237274	0.13865927	0.10657409	0.012640501	0.011044405	0.035228837	0.07762932
a31	0.10265644	0.103041574	0.03331176	0.15488759	0.21371736	0.116120644	0.053156674	0.012913157	0.08465355	0.12554124
a3	0.0676691	0.063064896	0.03039603	0.10281036	0.18191905	0.13496082	0.007064749	0.02392186	0.19786887	0.19032423
a18	0.03694953	0.03884612	0.033118498	0.102679215	0.11330339	0.089810446	0.047298502	0.0598171	0.2651057	0.21307151
a31	0.03231065	0.03638688	0.019851765	0.09101425	0.20551132	0.0629162	0.10867869	0.03502296	0.17351925	0.23478805
a23	0.009125514	0.011839476	0.0070774746	0.028621605	0.038278222	0.02959402	0.007638342	0.038302567	0.4230228	0.40649992
</S>	0.0051417486	0.018625146	0.014729201	0.030714769	0.036664825	0.02930826	0.037408426	0.24679959	0.32288948	0.25771862
