 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.068127476	0.33148456	0.06070222	0.15658133	0.26354226	0.07959366	0.016789105	0.023179425
a31	0.13138284	0.23767132	0.19274381	0.16749264	0.19334787	0.041540146	0.02192479	0.013896588
a15	0.16560863	0.17377876	0.17114323	0.17730042	0.18663847	0.07935977	0.029647363	0.016523378
a20	0.11329244	0.086611025	0.13339823	0.1877613	0.20076413	0.12952304	0.108371444	0.040278375
a11	0.1153641	0.12317383	0.115965635	0.11668384	0.11798413	0.11509808	0.17186305	0.12386736
a31	0.08446312	0.09173772	0.08476503	0.08509563	0.08624282	0.09416935	0.31214684	0.16137955
a39	0.046746243	0.11997684	0.04931996	0.052076243	0.06831977	0.10367576	0.3654281	0.19445713
a46	0.03292453	0.053422477	0.034754183	0.03482857	0.038653873	0.09356132	0.5886194	0.123235665
a18	0.057131473	0.12641974	0.06627967	0.065244704	0.07810233	0.1672938	0.3789647	0.060563594
a31	0.050891407	0.21346189	0.061476212	0.06521694	0.09759886	0.16681895	0.29916185	0.045373898
a13	0.010373008	0.15489823	0.027916456	0.046496093	0.2661078	0.13835293	0.12848823	0.22736728
a31	0.010022375	0.13266835	0.015946904	0.022307038	0.09688839	0.24082017	0.20120987	0.2801369
a46	0.0041317563	0.01057789	0.03286416	0.037305184	0.09543383	0.09393952	0.14808305	0.5776647
a31	0.0037609022	0.021642022	0.026176106	0.026350971	0.091179915	0.15574504	0.24632959	0.42881542
</S>	0.004696461	0.0028376125	0.007923945	0.009383105	0.0142532345	0.034038257	0.13944289	0.7874245
