 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
a8	0.036140926	0.04157876	0.064267315	0.028512126	0.020334339	0.029766312	0.016766883	0.015853517	0.019326514	0.031763814	0.03465652	0.0181714	0.005532093	0.018737676	0.016843727	0.014175537	0.014972101	0.007386466	0.00743859	0.00569162	0.004186478	0.00583217	0.055414695	0.060039613	0.035415675	0.011123409	0.035418637	0.04567789	0.03834196	0.03945929	0.016690457	0.008969861	0.02442055	0.042719707	0.12837332
a31	0.057083506	0.0560147	0.05652663	0.0530502	0.05488511	0.039717413	0.046581797	0.028201977	0.032218184	0.024003193	0.045332193	0.034205303	0.011159608	0.015478601	0.021409621	0.014901316	0.015505595	0.011273586	0.011527476	0.010875991	0.010992506	0.01126394	0.025294038	0.05713969	0.014226792	0.013383649	0.031668346	0.06656149	0.02106146	0.031981904	0.013952461	0.009907985	0.015686778	0.017682957	0.019243967
a24	0.04761577	0.0473221	0.049972814	0.04469281	0.046996843	0.0809244	0.06456701	0.028529307	0.030241417	0.023138769	0.047507223	0.037592605	0.01250859	0.014463972	0.024352325	0.0139305545	0.034630015	0.011600213	0.009922036	0.009367172	0.00972833	0.008873804	0.019530294	0.05155434	0.029430296	0.010858599	0.021253897	0.04496838	0.01728271	0.029981533	0.020293966	0.008612821	0.015347538	0.015485716	0.016921777
a37	0.008879472	0.0050849044	0.01627215	0.012021925	0.0046747993	0.056388855	0.037655912	0.015101011	0.0046995026	0.011104631	0.050343532	0.028318988	0.027773982	0.0061016907	0.030069076	0.009045219	0.05691152	0.030906761	0.024148133	0.024515165	0.019286105	0.0060718535	0.067960545	0.03301879	0.06721325	0.029904744	0.052709013	0.061035793	0.05198549	0.025800198	0.0487925	0.0031965578	0.005513935	0.019659184	0.04783479
a24	0.006848094	0.0030205809	0.006100158	0.0029676685	0.0010356647	0.02632179	0.0073518474	0.011800261	0.0011927659	0.007735637	0.03678402	0.014088942	0.03884812	0.003614975	0.023310112	0.009834802	0.06830497	0.04960699	0.034247294	0.04293442	0.028957183	0.0051121004	0.02790847	0.019638263	0.088482164	0.028901123	0.025224265	0.030796476	0.04278611	0.06219074	0.027718319	0.0026682098	0.0056990455	0.058696058	0.1492724
a37	0.008704248	0.004229812	0.011808508	0.004492595	0.002020394	0.020171078	0.016377501	0.024070794	0.0023321765	0.011495557	0.050539978	0.022948185	0.04355233	0.003860188	0.028709058	0.02086309	0.045935713	0.052465938	0.038222846	0.039277457	0.019565107	0.00903	0.051651753	0.044091064	0.047706753	0.03198452	0.023457495	0.03595512	0.041449923	0.04770519	0.021304112	0.0030523485	0.01308613	0.062795	0.09508801
a31	0.0061129685	0.005242978	0.020632477	0.0059033353	0.0017369895	0.016802432	0.0125623485	0.030412318	0.0033285576	0.021049602	0.050267532	0.03734073	0.028778285	0.0038486682	0.032095913	0.023346104	0.046052143	0.039847597	0.029998863	0.02774698	0.012813149	0.0102034835	0.040075127	0.041719627	0.04198261	0.034207262	0.029282415	0.03808436	0.04183901	0.07081458	0.020732267	0.0033526553	0.02262336	0.07028922	0.07887403
a28	0.004947595	0.0049191355	0.006280337	0.0031409077	0.00415488	0.057846118	0.018382076	0.007080347	0.0041845012	0.009713505	0.02923957	0.0097143045	0.02170793	0.0062301354	0.017504761	0.0058525894	0.10867705	0.017627064	0.0070488164	0.008259478	0.013897818	0.018615866	0.0322778	0.029604657	0.25862902	0.012085462	0.026013022	0.030875824	0.032040067	0.029932167	0.042354148	0.011370384	0.021372173	0.06565222	0.022768326
a17	0.004999418	0.0037811357	0.007062912	0.0053678323	0.001618116	0.03242232	0.008773124	0.0092974	0.0032820143	0.024735238	0.05665186	0.021694634	0.02856509	0.0028804536	0.026637891	0.009403158	0.09040373	0.03557904	0.013590284	0.014259654	0.021008437	0.011254155	0.03478402	0.033344876	0.13614202	0.027876182	0.034324855	0.03445024	0.035214238	0.041505158	0.03263831	0.0060896436	0.025681084	0.046735022	0.077946484
a31	0.009129391	0.003587106	0.003968644	0.005446803	0.0021232073	0.032691263	0.011749443	0.0075731645	0.0024390297	0.017412461	0.05050557	0.012500725	0.031443786	0.0030932806	0.017211914	0.009728372	0.073768824	0.034806564	0.016327847	0.0152879525	0.011805801	0.008277917	0.062645555	0.05358886	0.055129904	0.034789503	0.06252203	0.06648786	0.06537527	0.05847458	0.02115826	0.0032744717	0.024815463	0.04677294	0.06408626
