 	non	ho	cosa	a	fare	</S>
a8	0.15594012	0.17347378	0.2852779	0.108040094	0.11407291	0.16319521
a31	0.2062393	0.35162863	0.17950632	0.10731679	0.10452815	0.05078083
a37	0.301893	0.3382503	0.13472192	0.07588641	0.10312222	0.0461261
a10	0.26171413	0.2630409	0.24850176	0.10137227	0.04782952	0.07754141
a37	0.25790438	0.24866985	0.16473481	0.107413955	0.060536575	0.1607405
a10	0.17547564	0.22822212	0.20674342	0.16983947	0.10497115	0.11474827
a0	0.081303634	0.13365492	0.14237018	0.18934812	0.2162856	0.23703757
a20	0.04586238	0.07162109	0.10369872	0.12879132	0.31962252	0.33040395
a17	0.023074884	0.03070343	0.05498355	0.06294858	0.45179865	0.37649086
a20	0.010745242	0.015094201	0.035811115	0.053587247	0.43964192	0.4451203
a8	0.0034930396	0.006151142	0.02228084	0.067261286	0.61311156	0.28770205
</S>	0.010909783	0.022887122	0.05879839	0.19328442	0.26022622	0.45389408
