 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
a10	0.1508101	0.0927219	0.15513231	0.06613433	0.025493365	0.040405247	0.040996596	0.040760506	0.07056965	0.31697598
a31	0.15067875	0.14526448	0.14460015	0.051687203	0.048790958	0.065280154	0.06791449	0.070415884	0.099141315	0.15622662
a1	0.103473224	0.097168066	0.09603411	0.08754896	0.019743614	0.043102246	0.042182785	0.060340203	0.25857008	0.1918367
a28	0.10795607	0.0364492	0.02684382	0.025021633	0.010491421	0.02527983	0.021005483	0.040079717	0.44654012	0.26033267
a24	0.08748929	0.0441228	0.018189905	0.011259591	0.003970534	0.010292931	0.008394677	0.01689128	0.26383263	0.5355564
a31	0.0930759	0.053500384	0.026071219	0.021320568	0.007537911	0.013482042	0.012234259	0.02671136	0.26863962	0.4774267
a18	0.13385251	0.104787305	0.07256062	0.05637736	0.0665948	0.08759413	0.069138825	0.10357906	0.06452069	0.24099478
a24	0.02259931	0.01957679	0.013967034	0.025791556	0.04234242	0.06381907	0.08158449	0.07594688	0.14358841	0.51078403
a13	0.04258259	0.030527212	0.020733478	0.03292948	0.026205236	0.034168303	0.03835063	0.076308504	0.26474813	0.43344647
a18	0.04583628	0.038617626	0.021050386	0.029590776	0.025645979	0.032317698	0.054330163	0.15959957	0.22117527	0.3718363
a31	0.041189335	0.038817618	0.019947631	0.02331624	0.024621326	0.033644386	0.0663819	0.16337702	0.17623466	0.41246983
a24	0.05607864	0.041548107	0.037080083	0.027652554	0.047904935	0.06209326	0.05367385	0.06341584	0.2348314	0.37572134
a11	0.033674706	0.029307757	0.020211838	0.01916928	0.040799987	0.063366935	0.0928823	0.13309929	0.17010513	0.39738277
a31	0.031085534	0.02349796	0.012499206	0.0081989765	0.023204878	0.07755591	0.1243581	0.18094948	0.109513566	0.4091364
a39	0.02454649	0.018163403	0.014222587	0.010837949	0.016550869	0.024184406	0.025963863	0.03541408	0.2050799	0.6250364
a20	0.012719505	0.009302417	0.007671024	0.011513312	0.033049237	0.04432724	0.07321291	0.22364879	0.38625112	0.19830453
a31	0.022897849	0.011653961	0.0058279457	0.0057769865	0.0761436	0.080553755	0.084412456	0.11269518	0.215268	0.3847703
a17	0.03315239	0.010781438	0.012518283	0.014076486	0.020401677	0.026883263	0.04401827	0.060643293	0.18311046	0.5944145
a20	0.008519093	0.005675016	0.0028451101	0.006036093	0.015175504	0.04210558	0.07355764	0.14417432	0.34946534	0.35244623
a31	0.012890713	0.0052581183	0.0020789786	0.007831737	0.048502993	0.09452813	0.09638797	0.14039472	0.23106715	0.36105946
a24	0.029173393	0.019523382	0.022162855	0.022077486	0.028743934	0.040657274	0.099599935	0.07578414	0.24668936	0.41558826
a20	0.0067378436	0.0029506574	0.0034714977	0.0077331574	0.019897744	0.08076179	0.17680106	0.14200854	0.30643442	0.25320333
a8	0.0055359923	0.002216321	0.00195208	0.013320749	0.061606463	0.0954521	0.11107337	0.23908818	0.22935574	0.24039912
a20	0.0016037698	0.0014607812	0.003113407	0.020514451	0.0994894	0.09967143	0.14935328	0.35435393	0.13959336	0.13084617
a31	0.0032973741	0.0026231408	0.0053515965	0.03896699	0.071691714	0.12948588	0.13716036	0.26843497	0.16798474	0.17500325
a24	0.007860027	0.009340066	0.012344927	0.010009485	0.016321681	0.05106074	0.19419968	0.10416993	0.2525281	0.34216535
a37	0.005020441	0.0051942784	0.008565663	0.015172952	0.0498336	0.08149635	0.1427351	0.13866517	0.22170925	0.33160725
a46	0.0039666793	0.0037629674	0.0075437063	0.023804039	0.054608654	0.079861805	0.100779474	0.21379453	0.22194241	0.2899357
a31	0.0036508248	0.0035790373	0.0105804745	0.02304785	0.07497088	0.084920555	0.10718884	0.29157937	0.2100458	0.19043636
a28	0.013010421	0.012466263	0.010231791	0.011880933	0.016610932	0.05311682	0.27557793	0.07928795	0.19957793	0.32823908
a24	0.011658307	0.008616118	0.008833613	0.016570533	0.06818777	0.09089873	0.23000908	0.12654424	0.14744718	0.2912345
a31	0.008045242	0.0075506996	0.011521496	0.028514942	0.064418785	0.077836126	0.2085142	0.12076197	0.17468686	0.29814962
a17	0.013315701	0.0148312235	0.00835606	0.01118222	0.020160407	0.07745918	0.19810002	0.09805012	0.2711291	0.28741598
a31	0.01446519	0.013041458	0.008447671	0.013539636	0.08023544	0.12906311	0.2725009	0.08541082	0.13195837	0.2513374
a46	0.017195763	0.018585289	0.014315904	0.017876651	0.03291438	0.08204846	0.13685873	0.102416225	0.32154965	0.256239
a8	0.016360234	0.013946995	0.011790447	0.010534001	0.108996235	0.12724407	0.24940395	0.11041693	0.120760284	0.23054685
a31	0.011960966	0.010840958	0.01258869	0.036720693	0.06959229	0.08536024	0.17976378	0.17960086	0.10349412	0.3100774
a8	0.009460934	0.010910942	0.006648093	0.009235404	0.028110864	0.08931236	0.20421928	0.1250959	0.23762548	0.27938074
</S>	0.008792024	0.009841408	0.013532398	0.029953528	0.131631	0.10470374	0.19823524	0.12461513	0.09297328	0.28572223
