 	sta	seduta	nel	giardino	</S>
a20	0.32482505	0.095873594	0.058680896	0.3032402	0.21738027
a17	0.110350244	0.1322489	0.110247485	0.35420287	0.29295048
a20	0.17052443	0.16895089	0.037593003	0.44685468	0.17607704
a31	0.6010911	0.087932564	0.04037043	0.18622974	0.08437622
a17	0.5092867	0.09480669	0.015745902	0.1367827	0.24337809
a31	0.24529281	0.1220882	0.024941336	0.07912117	0.52855647
a46	0.70652616	0.13287617	0.01355418	0.030485094	0.11655844
a31	0.12006019	0.052898288	0.00335902	0.10432319	0.7193593
a20	0.63324565	0.13361083	0.056028094	0.060619883	0.116495565
a31	0.11795452	0.044146225	0.0053291777	0.15810819	0.6744619
a20	0.4250449	0.117363505	0.08721981	0.09768126	0.2726906
a18	0.091327086	0.036876667	0.009535527	0.28245124	0.5798095
a46	0.047590755	0.021402497	0.00601852	0.27159682	0.6533914
a20	0.07820494	0.025421344	0.011435738	0.29623246	0.58870554
a31	0.16431831	0.028310878	0.026559697	0.29378745	0.48702362
a18	0.57696027	0.019675057	0.028844567	0.12625407	0.24826598
a31	0.26125923	0.013841602	0.031291623	0.18262447	0.5109831
a0	0.17087567	0.012537062	0.06728105	0.14665411	0.6026521
a31	0.10285879	0.012505473	0.08783098	0.24787426	0.5489305
a8	0.041900996	0.012045288	0.09071964	0.20093787	0.6543962
a31	0.039897945	0.010784263	0.30897173	0.402238	0.23810801
a18	0.012560423	0.008513431	0.056057066	0.3776019	0.54526716
a31	0.0048399484	0.00639252	0.04747175	0.5325714	0.40872443
a17	0.0076550073	0.016341597	0.039866906	0.46504635	0.47109014
</S>	0.0046609654	0.0121521745	0.07016095	0.5267281	0.38629785
